epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,effective_alpha_kd,kd_multiplier,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_alpha_sep,effective_lambda_residual_aux,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,b,0.009956521739130433,0.0033188405797101453,0.009956521739130433,2.84283,3.48059,1.60155,1.55625,0.0,0.0,9.854987144470215,0.07689270377159119,0.16942669451236725,7.357997417449951,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
2,b,0.01995644556995291,0.006652148523317638,0.01995644556995291,2.78317,2.4402,1.40014,1.68806,0.0,0.0,6.705015659332275,0.10334887355566025,0.249153733253479,6.397283554077148,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
3,b,0.029956064393936686,0.009985354797978897,0.029956064393936686,2.93621,2.44122,1.47661,1.51809,0.0,0.0,13.324291229248047,0.23516450822353363,0.7132983803749084,11.022046089172363,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
4,b,0.029998969486428155,0.009999656495476053,0.029998969486428155,2.99523,2.46613,1.54125,1.2399,0.0,0.0,40.50637435913086,0.6309496164321899,2.312406301498413,17.94325065612793,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
5,b,0.029998167992352658,0.00999938933078422,0.029998167992352658,2.86815,2.31945,1.47819,1.15867,0.0,0.0,67.28251647949219,1.027165174484253,3.71736216545105,20.210147857666016,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
6,b,0.02999713752115866,0.00999904584038622,0.02999713752115866,2.78854,2.22137,1.43479,1.01288,0.0,0.0,104.0787124633789,1.4371474981307983,5.123187065124512,29.769582748413086,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
7,b,0.02999587808873731,0.009998626029579103,0.02999587808873731,2.73865,2.15153,1.41796,0.92768,0.0,0.0,136.1721954345703,1.8363373279571533,6.720984935760498,32.9059944152832,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
8,b,0.0299943897145106,0.009998129904836867,0.0299943897145106,2.71278,2.10674,1.40519,0.81274,0.0,0.0,153.1332244873047,2.1933014392852783,8.320955276489258,38.50886535644531,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
9,b,0.029992672421431114,0.009997557473810372,0.029992672421431114,2.67841,2.05368,1.38187,0.82882,0.0,0.0,142.60118103027344,2.5944337844848633,9.903290748596191,42.17470932006836,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
10,b,0.02999072623598163,0.00999690874532721,0.02999072623598163,2.64865,2.05716,1.37258,0.78991,0.0,0.0,213.26144409179688,2.957979917526245,11.101518630981445,44.898841857910156,81,normal,0,0,nan,nan,nan,nan,1.0,1.0,none,-1,-1,1.0,-1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
