epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,rank_d_neg_cap,normalize_reach,capR_effectively_enabled,reach_delta,reach_input_mode,use_fg_mask_for_reach,kd_weight_mode,kd_target_branch,kd_reach_margin,kd_reach_tau,kd_reach_use_capped_gap,kd_reach_detach_weight,kd_reach_min_weight,kd_reach_conf_power,kd_reach_active_threshold,shuffle_teacher_pairs,d_pos_mean,d_pos_median,d_pos_q10,d_pos_q25,d_pos_q75,d_neg_mean,d_neg_median,d_neg_q10,d_neg_q25,d_neg_q75,d_neg_eff_mean,d_neg_eff_median,d_neg_eff_q10,d_neg_eff_q25,d_neg_eff_q75,gap_raw_mean,gap_raw_median,gap_raw_q25,gap_raw_q75,gap_capped_mean,gap_capped_median,gap_capped_q25,gap_capped_q75,reachable_margin_mean,reachable_margin_median,reachable_margin_q25,reachable_margin_q75,cap_saturation_ratio,rank_active_ratio,cap_blocked_active_ratio,zero_loss_feasible_ratio,fg_gap_capped_mean,fg_gap_capped_median,fg_cap_saturation_ratio,fg_rank_active_ratio,fg_zero_loss_feasible_ratio,bg_gap_capped_mean,bg_gap_capped_median,bg_cap_saturation_ratio,bg_rank_active_ratio,bg_zero_loss_feasible_ratio,P3_gap_capped_mean,P4_gap_capped_mean,P5_gap_capped_mean,P3_cap_saturation_ratio,P4_cap_saturation_ratio,P5_cap_saturation_ratio,P3_rank_active_ratio,P4_rank_active_ratio,P5_rank_active_ratio,kd_reach_weight_mean,kd_reach_weight_std,kd_reach_weight_min,kd_reach_weight_max,kd_reach_weight_q25,kd_reach_weight_q50,kd_reach_weight_q75,kd_reach_active_ratio,kd_reach_conf_mean,kd_reach_reachable_margin_mean,kd_reach_reachable_margin_q25,kd_reach_reachable_margin_q75,P3_kd_active_ratio,P4_kd_active_ratio,P5_kd_active_ratio,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_frozen_reach_probe,ladd_b_detach_reach_probe,ladd_b_keep_reach_probe_grad,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,b,0.009956521739130433,0.0033188405797101453,0.009956521739130433,2.84715,3.50576,1.61993,0.3257,1.54028,0.61937,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,1.9328983070193857,1.9908863627392313,1.5708282443924226,1.7807889588501142,2.1072789446167324,2.105213573186294,2.09366978355076,1.8664289940958438,1.9737907803576926,2.2355024579642477,1.957401440281799,1.9948771400728087,1.8578586806421695,1.9413372844889545,2.0,0.17231526026178312,0.10345303511274034,-0.09220140610916028,0.4129406791234362,0.024503132328391075,-0.017805672123812247,-0.16245567612889883,0.204087053347325,-0.17549685943277848,-0.21780566985624425,-0.36245566550372305,0.004087055377338243,0.670206838414289,0.8027390189792799,0.4862287438434103,0.21176543304885642,0.4346853128218033,0.46603958733206574,0.8117185232641045,0.4443921282346669,0.5669722809821102,0.021916106689129092,-0.019441866010859392,0.669373035646867,0.8051871625841528,0.20934546412765115,-0.05811972244055537,0.0755236605890905,0.05610545883663808,0.8107478929602582,0.5887918223505435,0.6110807999320652,0.8705389935037364,0.7593853494395381,0.7782927139945652,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.770888328552246,0.07620326429605484,0.17317749559879303,7.12952184677124,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.03333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.03333333333333333,1,1,0,0,0,0,0,0.0006666666666666666,1.0,1.0,1.0
2,b,0.01995644556995291,0.006652148523317638,0.01995644556995291,2.82148,2.42276,1.47566,0.34588,0.42175,0.23483,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,1.349399148899576,1.4557387252216754,0.4630855763843958,0.7976231798745583,1.8899237218974294,2.259169335987257,2.2475823098334713,1.9231094139209692,2.047359506461931,2.47378868089206,1.9716813146204188,2.0,1.9035740408344546,1.9644989557888197,2.0,0.909770189549612,0.7900903142016867,0.17649690487246583,1.6521244423976842,0.6222821660879729,0.5413799464702607,0.06328352184399315,1.201865132390589,0.4222821561295701,0.3413799438787543,-0.1367164697336114,1.0018651095853335,0.8268064858256907,0.31719603607620017,0.16521436166072237,0.6854109390922215,1.578021813389184,1.6400761815084928,0.9979397097359533,0.005105881459093181,0.9948941159939421,0.6166045458204504,0.534701354780059,0.8259777151156162,0.3190980780631672,0.6835317033788432,0.9555871826151143,0.5032547172644865,0.40800459838431813,0.9484861290973166,0.8784951914911685,0.653438136888587,0.06609696097995924,0.40086669921875,0.4846244480298913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.69251823425293,0.09981657564640045,0.23605725169181824,7.589221000671387,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.06666666666666667,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.06666666666666667,1,1,0,0,0,0,0,0.0013333333333333333,1.0,1.0,1.0
3,b,0.029956064393936686,0.009985354797978897,0.029956064393936686,2.93805,2.3895,1.54748,0.08429,0.12777,0.17442,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,0.805784791621609,0.6391808377227921,0.12515662699613883,0.2568627964651239,1.343907640464064,2.3313930919204933,2.3646489993385646,2.0027535015258238,2.150484443401945,2.5070049500119858,1.9850056630977686,2.0,1.9454034364741781,1.9999446551005045,2.0,1.5256083002988843,1.7431461812793345,0.8312925200963366,2.2156365755675496,1.1792208779549254,1.360555768444918,0.6429937836484633,1.7431160836979962,0.9792208478934523,1.160555740283883,0.44299377179232197,1.5431160360142804,0.8998545107634172,0.14997381680253624,0.06757365793421649,0.8530263486115829,1.872131015425143,1.9084946105445642,0.9992538442646248,0.0014482571095552133,0.9985517380030259,1.1754992929921635,1.3550077409847923,0.8994051592073579,0.1505785699776148,0.8524465054705523,1.566684011272762,1.2052184542883997,0.765760168303614,0.9774972003439198,0.9322820248811141,0.7897843070652174,0.0008008873980978261,0.09585863196331522,0.35326193104619563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14079761505127,0.20612217485904694,0.5783137679100037,7.772643566131592,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.1,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.1,1,1,0,0,0,0,0,0.002,1.0,1.0,1.0
4,b,0.029998969486428155,0.009999656495476053,0.029998969486428155,2.94628,2.37025,1.55491,0.04965,0.06875,0.16421,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,0.4745487741154173,0.22299773392901903,0.06553048248726713,0.1034062540334096,0.7051194359858831,2.356039666092914,2.3783456926760467,2.0935425364452858,2.2465479871501093,2.480453237934389,1.9906760155290797,2.0,1.973057126307833,2.0,2.0,1.8814908965774204,2.1554354292758995,1.5751346185155537,2.349794063706329,1.5161272441995317,1.7769167155459307,1.291633557582247,1.896585866506549,1.3161272028218145,1.5769166678622148,1.0916335275423699,1.696585818822833,0.9381867118503736,0.07077059538468071,0.023854573567708332,0.9318717624830163,1.9313357951525887,1.9471392537280372,0.9993062836184857,0.0008017848658963143,0.9991982100997802,1.5141236217125602,1.7751495477082073,0.9379619134509045,0.07095891460190035,0.9317011784816134,1.7192996279053065,1.6224213962969574,1.2066607083963312,0.9946072122325068,0.9653811247452445,0.8545717985733695,0.0009977257770040762,0.010957402768342391,0.20035665760869564,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.277490615844727,0.4970635771751404,1.5665936470031738,12.144458770751953,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.13333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.13333333333333333,1,1,0,0,0,0,0,0.0026666666666666666,1.0,1.0,1.0
5,b,0.029998167992352658,0.00999938933078422,0.029998167992352658,2.82077,2.20768,1.50556,0.06179,0.03937,0.15887,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,0.3170954988270566,0.1107984324896951,0.04493534354800088,0.06656687464126372,0.364895198094672,2.364600674656854,2.380382280073304,2.147260821383932,2.280048500282177,2.4641713629598203,1.9940650518389715,2.0,1.9939428975616675,2.0,2.0,2.047505171402641,2.2579310406809268,1.9295336476270704,2.3748186771420463,1.6769695515217988,1.8892007183337558,1.6346209936383842,1.9334328314532405,1.4769695069478905,1.68920067065004,1.4346209501010785,1.7334327837695247,0.9578693998032722,0.044556106346240944,0.013378419737884964,0.9569494938504869,1.960718840752205,1.968840293640638,0.9999782291642071,0.0,0.9999999941700567,1.6757020713626474,1.8884277132974154,0.9577443762101989,0.04464450995975062,0.9568710537924283,1.79411570041076,1.7637891406598298,1.4730038134948067,0.9991137297257133,0.9793157162873641,0.8951787533967391,0.0008486540421195652,0.004039731233016305,0.12877993376358696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.183658599853516,0.7793846130371094,2.7612977027893066,14.166473388671875,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.16666666666666666,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.16666666666666666,1,1,0,0,0,0,0,0.003333333333333333,1.0,1.0,1.0
6,b,0.02999713752115866,0.00999904584038622,0.02999713752115866,2.74266,2.09827,1.46574,0.07952,0.02996,0.15736,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,0.2694771466047867,0.08688600626251107,0.036574284088345704,0.05481611298130609,0.19572631367954654,2.3594070237615834,2.3842799086501634,2.133345997506294,2.283818670632183,2.4542196377463963,1.9927029269329015,2.0,1.9744249596112016,2.0,2.0,2.0899298742197563,2.2907245304273522,2.109918737757033,2.3796608244163404,1.723225782746854,1.913113072125808,1.8040917907935985,1.945183525223663,1.5232257404189178,1.7131130244420922,1.6040917431098827,1.745183477539947,0.9491023630335711,0.044189342554064766,0.00733001266700634,0.9578067060829937,1.9704538606954907,1.9755710267021271,0.9996750356551416,0.0,0.9999999953601175,1.722253265933714,1.9124617398649022,0.9490197280178899,0.044233405045805196,0.957769942542781,1.8233789946721948,1.798121044428452,1.5481773091399151,0.9988791424295177,0.9843643851902174,0.8640635614809783,0.0008040054984714674,0.004248312245244565,0.12751570991847827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.84451675415039,1.0733616352081299,3.8393876552581787,16.764678955078125,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.2,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.2,1,1,0,0,0,0,0,0.004,1.0,1.0,1.0
7,b,0.02999587808873731,0.009998626029579103,0.02999587808873731,2.69716,2.01979,1.44649,0.11556,0.02869,0.15721,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,0.2230024729517923,0.07950369577409457,0.03326765563620754,0.050151018889037134,0.16285639939208826,2.3665390011193095,2.3837015424949537,2.1649670111960257,2.2976215417834296,2.450713930959287,1.994771737292193,2.0,1.990002111421115,2.0,2.0,2.143536526396655,2.2920988563178244,2.1568016515261883,2.3791893295619797,1.7717692594597305,1.9204957167307535,1.8371394178141718,1.9498486278713614,1.5717692152313565,1.7204956690470377,1.637139370130456,1.7498485801876456,0.9625106148097826,0.03179257157920064,0.00718872512596241,0.969649583014889,1.9719134522674608,1.976761214446724,0.999959741572322,0.0,0.9999999957225996,1.7709573937499006,1.919923530281454,0.9624587900396706,0.03181976641598326,0.969627221684525,1.8412503346152929,1.8262730681377908,1.647784375626108,0.9986521845278533,0.9895791758661685,0.8993004840353261,0.0006421296492866848,0.003553307574728261,0.09118227751358696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5217056274414,1.3297137022018433,4.718838691711426,16.332141876220703,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.23333333333333334,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.23333333333333334,1,1,0,0,0,0,0,0.004666666666666667,1.0,1.0,1.0
8,b,0.0299943897145106,0.009998129904836867,0.0299943897145106,2.63979,1.96083,1.42096,0.13684,0.02593,0.15683,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,0.19059334358443383,0.07682167957604363,0.03273482910518541,0.049163615202279826,0.14182199790155975,2.3646839984949084,2.3797155988389167,2.1856738546620242,2.2868117971696718,2.446865494700446,1.996323607797208,2.0,2.0,2.0,2.0,2.1740906511527904,2.2930498361587524,2.163725065148395,2.3775771839031274,1.8057302659836367,1.9231773573419322,1.8581698576609293,1.950836225696232,1.605730218127154,1.7231773096582164,1.6581698099772135,1.7508361780125161,0.9691823544709579,0.02241796963456748,0.005197961779608243,0.978557376585145,1.974270423605027,1.9781562990143589,0.9999586066841024,0.0,0.9999999941098655,1.804966550287993,1.9226538157117539,0.9691316805024078,0.022443234662141945,0.9785358035909957,1.8452298729316048,1.8415567734967107,1.730404151522595,0.9987301370371943,0.9914670197860055,0.9173499065896739,0.0005414216414741848,0.002321989639945652,0.0643904976222826,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.48098754882812,1.5873541831970215,5.764064788818359,17.12887191772461,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.26666666666666666,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.26666666666666666,1,1,0,0,0,0,0,0.005333333333333333,1.0,1.0,1.0
9,b,0.029992672421431114,0.009997557473810372,0.029992672421431114,2.61734,1.92768,1.40986,0.16804,0.02277,0.15629,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,0.16757343534542166,0.07263797209361919,0.03165437959175071,0.0471221370424694,0.12128984359754384,2.353770781254423,2.3691192226133486,2.179566282984139,2.2773333017376887,2.437022742326709,1.9964712859927745,2.0,1.999961973791537,2.0,2.0,2.186197342388872,2.2870429495106572,2.168932933047198,2.3697037793587947,1.8288978531740714,1.9273596127827963,1.8786983270576034,1.9528772556263467,1.6288978025533152,1.7273595650990805,1.6786982793738876,1.752877207942631,0.9685464610224185,0.016800479612488678,0.002836365630661232,0.9842633454695991,1.977295321382517,1.9808513595133412,0.999971113382206,0.0,0.9999999938310061,1.828145326393238,1.9268538115681082,0.9684873024622599,0.016825799441081157,0.9842419873113217,1.8560989167379296,1.848414691116499,1.7821799516677856,0.9986965013586957,0.9923453952955164,0.9145974864130435,0.00044602103855298915,0.002133576766304348,0.0478218410326087,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07034301757812,1.8638657331466675,6.6391119956970215,19.747272491455078,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.3,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.3,1,1,0,0,0,0,0,0.006,1.0,1.0,1.0
10,b,0.02999072623598163,0.00999690874532721,0.02999072623598163,2.57766,1.87807,1.3791,0.19862,0.02237,0.15623,2.0,1,1,0.2,raw,1,none,z,0.0,0.2,1,1,0.0,1.0,0.5,0,0.16404427305079888,0.07230534590839786,0.031144659041013295,0.046599417351999496,0.11789181429109928,2.3426696172658947,2.357437551194343,2.1801492727321126,2.2681688695714093,2.424458485409833,1.9962755132412564,2.0,1.9999176911685779,2.0,2.0,2.178625343847966,2.2761249673539314,2.1604989767074585,2.3578835473544357,1.832231242933135,1.9276925399683524,1.882096605197243,1.953400200864543,1.6322311950766522,1.7276924922846366,1.6820965575135272,1.7534001531808272,0.9679624032283175,0.017772530818331068,0.002399721007416214,0.9832820284193841,1.9776935088061869,1.9814090982101196,0.9999784389958111,0.0,0.9999999936664642,1.8314720440601957,1.9271739038868227,0.967902438018633,0.01779976796629405,0.9832589989123137,1.8564025484997293,1.8499929858290631,1.790298194470613,0.9990513677182404,0.9923082434612772,0.9125275985054347,0.0004515938136888587,0.0021919582201086955,0.05067404042119565,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.65084075927734,2.0955810546875,7.260639190673828,22.99449920654297,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,0.3333333333333333,1.0,0,none,-1,-1,1.0,-1,linear,0,30,1.0,core,0.3333333333333333,1,1,0,0,0,0,0,0.006666666666666666,1.0,1.0,1.0
