batch,d_s_u_mean,d_s_u_median,d_s_u_q25,d_s_u_q75,d_s_z_mean,d_s_z_median,d_s_z_q25,d_s_z_q75,fg_ratio,learnability_gap_direct_mean,learnability_gap_direct_median,learnability_gap_direct_q25,learnability_gap_direct_q75,learnability_positive_ratio,level,tokens
0,2.2522597312927246,2.2499537467956543,2.1809492111206055,2.3141651153564453,0.020356733351945877,0.019329272210597992,0.009751491248607635,0.0298073161393404,0.001953125,2.231902599334717,2.2349610328674316,2.1614201068878174,2.29758620262146,1.0,P3,512
0,2.1177220344543457,2.122086524963379,2.0716445446014404,2.1611225605010986,0.05776026099920273,0.041218772530555725,0.016963040456175804,0.08402353525161743,0.00390625,2.0599617958068848,2.079071521759033,2.0011444091796875,2.1317224502563477,1.0,P4,512
0,2.125094175338745,2.1350364685058594,2.098355770111084,2.153395652770996,0.043153684586286545,0.004737219773232937,0.0012979877647012472,0.014645925723016262,0.015625,2.0819404125213623,2.1289403438568115,2.0881128311157227,2.1483123302459717,0.9921875,P5,128
1,2.1398730278015137,2.134939670562744,2.1180028915405273,2.1650924682617188,0.0413660854101181,0.00428849458694458,0.0012310234596952796,0.012843646109104156,0.0,2.0985069274902344,2.1265861988067627,2.108137607574463,2.1575822830200195,0.9921875,P5,128
