batch,cos_probe_u,cos_probe_z,data,fg_only,fg_ratio,gradient_audit_status,imgsz,include_bg_sample,learnability_gap_direct_mean,learnability_gap_direct_median,learnability_gap_direct_q25,learnability_gap_direct_q75,learnability_gap_probe,learnability_positive_ratio,max_batches,max_tokens_per_level,model,mse_probe_u,mse_probe_z,r2_probe_u,r2_probe_z,shuffle_teacher_pairs,split,summary_probe_scope,task_auc_u,task_auc_z,task_ce_u,task_ce_z,teacher_data,teacher_weights,tokens,weights
2,0.8552185416221618,0.9958314180374146,configs/paper/datasets/ogsod_hbb_sar.yaml,0,0.00390625,not_requested,256,0,2.1347904205322266,2.135165214538574,2.0700511932373047,2.2115676403045654,0.25078254544280343,0.9984375238418579,2,512,,0.11218448206782342,0.08771987594664096,0.7201979980219142,0.9709805434647176,1,val,per_level_token_weighted,1.0,0.9992125984251968,0.004382822471963805,0.004994866378991558,configs/paper/datasets/ogsod_hbb_rgb.yaml,runs_public/ogsod/hbb/formal_nomosaic_20260528/baselines/rgb/rgb_yolo11n_hbb_800ep_cos_nomosaic_albu_b64_s0/weights/best.pt,1280,runs_public/ogsod/hbb/yoloinit_mainline_search_20260624/dynamic_wo_s_rec_yoloinit/yolo11n/seed0/ogsod_yoloinit_dynamic_wo_s_rec_yoloinit_yolo11n_e800_b64_img256_s0_20260624_1608_gpu1/weights/best.pt
