cos_probe_u,cos_probe_z,fg_ratio,learnability_gap_direct_mean,learnability_gap_direct_median,learnability_gap_direct_q25,learnability_gap_direct_q75,learnability_gap_probe,learnability_positive_ratio,level,mse_probe_u,mse_probe_z,r2_probe_u,r2_probe_z,task_auc_u,task_auc_z,task_ce_u,task_ce_z,tokens
0.8199413418769836,0.9971140623092651,0.001953125,2.231902599334717,2.2349610328674316,2.1614201068878174,2.29758620262146,0.31719969535690584,1.0,P3,0.15064425766468048,0.091866634786129,0.6685696483153007,0.9857693436722066,1.0,1.0,0.0029433926650887445,0.006415214734730093,512
0.8654934167861938,0.9940518140792847,0.00390625,2.0599617958068848,2.079071521759033,2.0011444091796875,2.1317224502563477,0.22503241222174286,1.0,P4,0.10116249322891235,0.11702373623847961,0.7315573123892494,0.9565897246109922,1.0,1.0,0.0006753231426546495,5.7591439148438355e-05,512
0.9052231907844543,0.9968253374099731,0.0078125,2.090223789215088,2.127963066101074,2.099945306777954,2.152885913848877,0.16944851205671962,0.9921875,P5,0.05730890855193138,0.020818637683987617,0.8007360687004708,0.9701845807571904,1.0,0.9960629921259843,0.014676680744332236,0.012028719547200726,256
