epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2
1,253.23,2.86926,3.69641,1.71621,2.83365,4.52034,1.97839,0,0.589918,0.165094,0.134832,0.0478607,nan,nan,nan,nan,nan,nan,nan,0.00332607,0.00332607,0.0700654
2,434.651,2.72534,2.60675,1.44565,2.71706,4.47618,1.89801,0,0.589716,0.20328,0.163382,0.0618673,nan,nan,nan,nan,nan,nan,nan,0.00664292,0.00664292,0.0400489
3,612.274,2.67797,2.4193,1.3842,2.63336,4.42656,1.81006,0.00469,0.609743,0.207515,0.181127,0.068549,nan,nan,nan,nan,nan,nan,nan,0.00994327,0.00994327,0.0100159
4,783.218,2.68712,2.34661,1.37438,2.50655,4.32567,1.66445,0,0.630191,0.211482,0.19263,0.0732935,nan,nan,nan,nan,nan,nan,nan,0.00992575,0.00992575,0.00992575
5,965.439,2.64267,2.25048,1.34227,2.41419,4.24199,1.52946,0,0.311667,0.221812,0.212351,0.090586,nan,nan,nan,nan,nan,nan,nan,0.009901,0.009901,0.009901
6,1144.44,2.63682,2.19685,1.32319,2.39244,4.13607,1.44144,0.0025,0.344149,0.238782,0.212171,0.0884197,nan,nan,nan,nan,nan,nan,nan,0.00987625,0.00987625,0.00987625
7,1327.89,2.61097,2.14167,1.30802,2.37083,4.02223,1.37936,0.03666,0.308115,0.214685,0.212038,0.0875182,nan,nan,nan,nan,nan,nan,nan,0.0098515,0.0098515,0.0098515
8,1513.22,2.57862,2.11774,1.30539,2.34998,3.82144,1.33468,0.17799,0.386247,0.262543,0.244173,0.102251,nan,nan,nan,nan,nan,nan,nan,0.00982675,0.00982675,0.00982675
9,1699.14,2.59088,2.10664,1.29727,2.38113,3.522,1.31092,0.89415,0.418287,0.259158,0.259282,0.113355,nan,nan,nan,nan,nan,nan,nan,0.009802,0.009802,0.009802
10,1882.52,2.59002,2.09031,1.29543,2.41,3.14386,1.31521,2.93534,0.34338,0.274165,0.244025,0.0996507,nan,nan,nan,nan,nan,nan,nan,0.00977725,0.00977725,0.00977725
11,2068.67,2.57435,2.05597,1.2846,2.39918,2.87126,1.30062,2.99374,0.363048,0.272245,0.25432,0.109419,nan,nan,nan,nan,nan,nan,nan,0.0097525,0.0097525,0.0097525
12,2273.34,2.5574,2.03677,1.27424,2.38587,2.69511,1.28621,2.82567,0.516542,0.267495,0.2821,0.120824,nan,nan,nan,nan,nan,nan,nan,0.00972775,0.00972775,0.00972775
13,2457.32,2.53771,2.00671,1.26499,2.37505,2.59859,1.27275,2.6705,0.413961,0.278003,0.269825,0.115901,nan,nan,nan,nan,nan,nan,nan,0.009703,0.009703,0.009703
