epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,train/cclkd_lld_loss,train/cclkd_fld_loss,train/cclkd_rld_loss,train/cclkd_ccl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,val/cclkd_lld_loss,val/cclkd_fld_loss,val/cclkd_rld_loss,val/cclkd_ccl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,149.136,2.80592,3.48858,1.5963,2.35486,3.17936,1.36629,0.17985,0,0,0,0.17985,0.560311,0.177505,0.128045,0.0464078,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884
2,305.46,2.72718,2.36715,1.37781,2.21304,1.75203,1.14875,0.23299,0,0,0,0.23299,0.221985,0.192579,0.134839,0.0461889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0199562,0.00665207,0.0199562,0.00665207,0.0199562,0.00665207,0.0199562,0.00665207
3,458.243,2.8386,2.31716,1.43996,2.34569,1.7293,1.2168,0.22845,0,0,0,0.22845,0.174023,0.175857,0.10428,0.0358108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299547,0.0099849,0.0299547,0.0099849,0.0299547,0.0099849,0.0299547,0.0099849
4,659.102,2.87567,2.28736,1.47108,2.3932,1.71458,1.25121,0.21063,0,0,0,0.21063,0.548697,0.204346,0.151301,0.0554651,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
5,828.333,2.76962,2.1525,1.42866,2.29632,1.55042,1.22615,0.17282,0,0,0,0.17282,0.586792,0.199079,0.168401,0.0626934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
6,980.854,2.70391,2.0625,1.40196,2.21719,1.46992,1.1991,0.15126,0,0,0,0.15126,0.290335,0.22658,0.185434,0.0713908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618
7,1133.19,2.64329,1.9801,1.37652,2.15427,1.38837,1.16729,0.13047,0,0,0,0.13047,0.455661,0.230735,0.215876,0.082716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945
8,1286.65,2.61277,1.93703,1.35862,2.1057,1.34077,1.14973,0.14013,0,0,0,0.14013,0.378249,0.257059,0.226031,0.0859923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252
9,1434.71,2.57886,1.88617,1.33659,2.08666,1.30524,1.13465,0.11332,0,0,0,0.11332,0.442914,0.272156,0.266977,0.10878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023
10,1586.55,2.54563,1.84328,1.32912,2.04712,1.26668,1.12993,0.10178,0,0,0,0.10178,0.413576,0.26799,0.25907,0.107018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764
11,1739.55,2.51681,1.79955,1.3047,2.03304,1.23983,1.1111,0.10161,0,0,0,0.10161,0.379796,0.283224,0.26717,0.117528,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474
12,1891.68,2.49304,1.77419,1.2943,1.99813,1.2059,1.10064,0.09299,0,0,0,0.09299,0.408827,0.320259,0.297134,0.13145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154
13,2043.24,2.48428,1.74578,1.28608,1.98711,1.18728,1.09414,0.09773,0,0,0,0.09773,0.425346,0.316513,0.30868,0.131154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803
14,2193.31,2.44144,1.71432,1.2704,1.9683,1.1665,1.08294,0.09156,0,0,0,0.09156,0.414276,0.325932,0.313913,0.140912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422
15,2343.86,2.43103,1.68676,1.25759,1.95549,1.14921,1.07156,0.0915,0,0,0,0.0915,0.4459,0.32605,0.316238,0.143396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011
16,2492.69,2.42117,1.66625,1.24817,1.93367,1.13498,1.07319,0.09447,0,0,0,0.09447,0.415461,0.336989,0.326215,0.145686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569
17,2642.17,2.39519,1.64018,1.25003,1.92633,1.11874,1.07114,0.08477,0,0,0,0.08477,0.464373,0.353113,0.351302,0.157309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
