epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2
1,130.718,2.83462,3.33147,1.74148,3.01148,6.19275,2.14848,1.60259,0.633775,0.189919,0.168943,0.0651827,nan,nan,nan,nan,nan,nan,nan,0.00332607,0.00332607,0.0700654
2,258.984,2.58534,2.16354,1.39535,2.91703,5.28268,2.08644,0.92632,0.644548,0.204331,0.198023,0.0739314,nan,nan,nan,nan,nan,nan,nan,0.00664292,0.00664292,0.0400489
3,385.064,2.5656,2.0482,1.3335,2.84138,4.65976,2.01214,0.63506,0.674196,0.221774,0.2299,0.0980149,nan,nan,nan,nan,nan,nan,nan,0.00994327,0.00994327,0.0100159
4,511.646,2.5634,2.01144,1.3101,2.70843,4.00639,1.88562,1.11477,0.369234,0.273162,0.237878,0.101997,nan,nan,nan,nan,nan,nan,nan,0.00992575,0.00992575,0.00992575
5,641.122,2.51684,1.92322,1.27454,2.57373,3.38354,1.76665,2.45349,0.38508,0.304341,0.263316,0.109276,nan,nan,nan,nan,nan,nan,nan,0.009901,0.009901,0.009901
6,768.613,2.49319,1.88868,1.25711,2.47133,2.95439,1.64823,2.41316,0.416866,0.297754,0.28887,0.127377,nan,nan,nan,nan,nan,nan,nan,0.00987625,0.00987625,0.00987625
7,898.443,2.47393,1.86247,1.24371,2.38822,2.63669,1.55619,2.12878,0.407182,0.297881,0.282467,0.120736,nan,nan,nan,nan,nan,nan,nan,0.0098515,0.0098515,0.0098515
8,1028.5,2.45889,1.83395,1.2278,2.32817,2.39092,1.48167,2.10519,0.419403,0.305353,0.290864,0.124774,nan,nan,nan,nan,nan,nan,nan,0.00982675,0.00982675,0.00982675
9,1159.07,2.47602,1.83126,1.22839,2.28892,2.22999,1.42502,2.00095,0.424084,0.330808,0.304308,0.126476,nan,nan,nan,nan,nan,nan,nan,0.009802,0.009802,0.009802
10,1290.75,2.47274,1.83703,1.23518,2.22988,2.07985,1.3802,2.26943,0.404168,0.332535,0.312935,0.13532,nan,nan,nan,nan,nan,nan,nan,0.00977725,0.00977725,0.00977725
11,1428.05,2.44507,1.82741,1.22554,2.19252,1.97378,1.33949,2.29348,0.461149,0.323563,0.323448,0.141312,nan,nan,nan,nan,nan,nan,nan,0.0097525,0.0097525,0.0097525
12,1563.01,2.44687,1.80082,1.21758,2.17727,1.8665,1.30154,2.21505,0.461205,0.340231,0.337283,0.147195,nan,nan,nan,nan,nan,nan,nan,0.00972775,0.00972775,0.00972775
