epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_frozen_reach_probe,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
50,b,0.008604725173927786,0.008604725173927786,0.008604725173927786,1.17387,0.67298,0.95138,0.06049,0.00206,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.1736602783203,1.5217163562774658,5.70643949508667,27.876007080078125,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
51,b,0.00855017856687341,0.00855017856687341,0.00855017856687341,1.17061,0.66907,0.9507,0.05853,0.00204,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.83255004882812,1.5210368633270264,5.879505157470703,29.972917556762695,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
52,b,0.008494768343131955,0.008494768343131955,0.008494768343131955,1.16966,0.66673,0.95009,0.05949,0.00204,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.6200714111328,1.5170799493789673,5.885278701782227,30.362415313720703,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
53,b,0.008438508174347008,0.008438508174347008,0.008438508174347008,1.17114,0.66931,0.94819,0.05699,0.00203,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.60940551757812,1.5239163637161255,5.739852428436279,28.37926483154297,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
54,b,0.008381411941873378,0.008381411941873378,0.008381411941873378,1.16948,0.66681,0.94956,0.05516,0.00201,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.39404296875,1.5182428359985352,5.8536529541015625,27.935789108276367,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
55,b,0.008323493733352076,0.008323493733352076,0.008323493733352076,1.16659,0.66788,0.9499,0.05419,0.00202,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.81585693359375,1.5129064321517944,5.882160186767578,31.42791748046875,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
56,b,0.008264767839234409,0.008264767839234409,0.008264767839234409,1.1645,0.6645,0.94794,0.052,0.00203,0.15327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.87014770507812,1.5086554288864136,5.839260578155518,32.69268035888672,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
57,b,0.008205248749256015,0.008205248749256015,0.008205248749256015,1.16343,0.6608,0.94718,0.0502,0.00199,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.59713745117188,1.5075163841247559,5.856354713439941,30.49247169494629,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
58,b,0.008144951148861742,0.008144951148861742,0.008144951148861742,1.16481,0.66306,0.94644,0.04806,0.00198,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.26190185546875,1.510022759437561,5.811726093292236,30.196971893310547,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
59,b,0.008083889915582234,0.008083889915582234,0.008083889915582234,1.16406,0.66283,0.94727,0.04792,0.00199,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.2047576904297,1.5010827779769897,5.777676582336426,29.733680725097656,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
60,b,0.008022080115363126,0.008022080115363126,0.008022080115363126,1.16676,0.66538,0.94894,0.04749,0.00197,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.12672424316406,1.494642972946167,5.734596252441406,33.972999572753906,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
61,b,0.007959536998847742,0.007959536998847742,0.007959536998847742,1.16378,0.65972,0.94842,0.04609,0.00196,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.31298828125,1.4921391010284424,5.771331310272217,28.665056228637695,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
62,b,0.007896275997614229,0.007896275997614229,0.007896275997614229,1.16162,0.66135,0.94701,0.04616,0.00198,0.15326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.8434600830078,1.483378529548645,5.7158098220825195,31.490615844726562,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
63,b,0.007832312720368047,0.007832312720368047,0.007832312720368047,1.16031,0.65783,0.94498,0.04502,0.00194,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.3191680908203,1.480611801147461,5.673507213592529,31.262102127075195,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
64,b,0.007767662949090753,0.007767662949090753,0.007767662949090753,1.16046,0.65994,0.94694,0.04325,0.00194,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.99317932128906,1.4846760034561157,5.727797508239746,31.875446319580078,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
65,b,0.007702342635146034,0.007702342635146034,0.007702342635146034,1.15718,0.65709,0.94613,0.04321,0.00193,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.97532653808594,1.474640965461731,5.782218933105469,27.947542190551758,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
66,b,0.007636367895343947,0.007636367895343947,0.007636367895343947,1.15975,0.65897,0.94601,0.0425,0.00192,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.57933044433594,1.4592827558517456,5.723618030548096,29.33706283569336,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
67,b,0.007569755007964338,0.007569755007964338,0.007569755007964338,1.16004,0.65722,0.94589,0.04172,0.00191,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.69708251953125,1.4563310146331787,5.688506603240967,28.282243728637695,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
68,b,0.007502520408740418,0.007502520408740418,0.007502520408740418,1.15645,0.65556,0.94654,0.04174,0.00191,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.94615173339844,1.4575483798980713,5.631095886230469,27.592805862426758,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
69,b,0.00743468068680349,0.00743468068680349,0.00743468068680349,1.15136,0.65103,0.94324,0.03955,0.00193,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1507568359375,1.4446007013320923,5.530317306518555,27.45595359802246,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
70,b,0.007366252580589839,0.007366252580589839,0.007366252580589839,1.1549,0.65107,0.94457,0.03968,0.00192,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.5549774169922,1.44619882106781,5.495591163635254,27.279714584350586,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
71,b,0.007297252973710758,0.007297252973710758,0.007297252973710758,1.15572,0.6514,0.94321,0.03858,0.00191,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.3153839111328,1.434740662574768,5.427366733551025,27.14084243774414,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
72,b,0.0072276988907867806,0.0072276988907867806,0.0072276988907867806,1.15312,0.65211,0.94339,0.03859,0.0019,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.6398468017578,1.4241868257522583,5.433597564697266,30.079254150390625,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
73,b,0.007157607493247109,0.007157607493247109,0.007157607493247109,1.15244,0.65111,0.94325,0.03679,0.00185,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.87298583984375,1.4203144311904907,5.439845085144043,30.618045806884766,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
74,b,0.007086996075095289,0.007086996075095289,0.007086996075095289,1.15092,0.64863,0.94173,0.03708,0.00186,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0478057861328,1.417136311531067,5.405348777770996,29.452173233032227,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
75,b,0.007015882058642163,0.007015882058642163,0.007015882058642163,1.14904,0.64896,0.94463,0.03617,0.0019,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7269287109375,1.4121414422988892,5.4486188888549805,29.254518508911133,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
76,b,0.006944282990207194,0.006944282990207194,0.006944282990207194,1.14664,0.64749,0.94281,0.03609,0.00188,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.82626342773438,1.4050285816192627,5.448526382446289,29.95244598388672,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
77,b,0.006872216535789157,0.006872216535789157,0.006872216535789157,1.14672,0.64491,0.94239,0.03501,0.00186,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.69947814941406,1.393307089805603,5.2990498542785645,29.154590606689453,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
78,b,0.0067997004767073235,0.0067997004767073235,0.0067997004767073235,1.1461,0.64501,0.94143,0.03475,0.00185,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.09291076660156,1.3861753940582275,5.331801414489746,27.418886184692383,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
79,b,0.006726752705214193,0.006726752705214193,0.006726752705214193,1.14348,0.64287,0.94082,0.03505,0.00188,0.15325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.97445678710938,1.377049207687378,5.323196887969971,28.254146575927734,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
80,b,0.00665339122008084,0.00665339122008084,0.00665339122008084,1.14419,0.64485,0.94132,0.03305,0.00186,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.6518096923828,1.3720992803573608,5.339522361755371,28.940776824951172,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
81,b,0.006579634122155991,0.006579634122155991,0.006579634122155991,1.1422,0.64064,0.94108,0.0322,0.00183,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.83502197265625,1.3720998764038086,5.349310398101807,28.250377655029297,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
82,b,0.006505499609899905,0.006505499609899905,0.006505499609899905,1.1435,0.64113,0.94142,0.03065,0.0018,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.53701782226562,1.3642836809158325,5.289124488830566,26.69610595703125,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
83,b,0.006431005974894186,0.006431005974894186,0.006431005974894186,1.14052,0.63997,0.9408,0.0313,0.00184,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.25,1.34792160987854,5.2655558586120605,27.062978744506836,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
84,b,0.006356171597328595,0.006356171597328595,0.006356171597328595,1.14204,0.63828,0.93871,0.03169,0.00179,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32708740234375,1.339680790901184,5.233923435211182,27.29148292541504,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
85,b,0.0062810149414660316,0.0062810149414660316,0.0062810149414660316,1.13946,0.63765,0.94043,0.03024,0.0018,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9133758544922,1.3361364603042603,5.177248001098633,27.06446075439453,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
86,b,0.006205554551086732,0.006205554551086732,0.006205554551086732,1.13799,0.63602,0.93894,0.0299,0.00184,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.86692810058594,1.3246594667434692,5.174670696258545,28.04212188720703,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
87,b,0.006129809044912886,0.006129809044912886,0.006129809044912886,1.13836,0.63659,0.93941,0.02956,0.00178,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0023956298828,1.3175106048583984,5.1064043045043945,28.624835968017578,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
88,b,0.006053797112014738,0.006053797112014738,0.006053797112014738,1.13687,0.63748,0.93827,0.0294,0.00176,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.87928771972656,1.3094148635864258,5.054019927978516,28.198413848876953,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
89,b,0.005977537507199338,0.005977537507199338,0.005977537507199338,1.13653,0.63343,0.93711,0.02899,0.00176,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.08575439453125,1.3058687448501587,5.095695972442627,28.65385627746582,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
90,b,0.005901049046383078,0.005901049046383078,0.005901049046383078,1.13739,0.63477,0.93931,0.02817,0.00176,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.71157836914062,1.2959967851638794,4.9883341789245605,27.918228149414062,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
91,b,0.005824350601949143,0.005824350601949143,0.005824350601949143,1.13361,0.63242,0.93921,0.02816,0.00177,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4895782470703,1.2814964056015015,4.9917755126953125,27.621583938598633,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
92,b,0.005747461098091036,0.005747461098091036,0.005747461098091036,1.13013,0.63015,0.93634,0.02761,0.00172,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4383087158203,1.2761112451553345,4.966254234313965,29.322206497192383,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
93,b,0.0056703995061433065,0.0056703995061433065,0.0056703995061433065,1.13192,0.62913,0.93682,0.02712,0.00176,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.52438354492188,1.2689080238342285,4.9620256423950195,28.400615692138672,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
94,b,0.005593184839900674,0.005593184839900674,0.005593184839900674,1.12998,0.62824,0.93711,0.02673,0.00175,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.87376403808594,1.263755202293396,4.913431167602539,27.747770309448242,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
95,b,0.005515836150926645,0.005515836150926645,0.005515836150926645,1.1255,0.62369,0.93545,0.02671,0.00172,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.7214813232422,1.2548696994781494,4.90223503112793,27.779218673706055,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
96,b,0.005438372523852832,0.005438372523852832,0.005438372523852832,1.12809,0.62595,0.93638,0.026,0.00171,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.29115295410156,1.240277886390686,4.919757843017578,26.92029571533203,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
97,b,0.005360813071670102,0.005360813071670102,0.005360813071670102,1.12901,0.62848,0.93676,0.02473,0.00172,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.537841796875,1.2313505411148071,4.831742763519287,27.248096466064453,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
98,b,0.005283176931012732,0.005283176931012732,0.005283176931012732,1.12687,0.62593,0.93544,0.02504,0.00167,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.96446228027344,1.2243561744689941,4.889913558959961,27.84945297241211,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
99,b,0.005205483257436736,0.005205483257436736,0.005205483257436736,1.12723,0.6243,0.93753,0.02452,0.00168,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.61529541015625,1.219970464706421,4.7090044021606445,27.413679122924805,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
100,b,0.005127751220693513,0.005127751220693513,0.005127751220693513,1.12281,0.62037,0.93456,0.02419,0.00165,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.07981872558594,1.2071008682250977,4.69625997543335,27.884851455688477,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
101,b,0.0050500000000000015,0.0050500000000000015,0.0050500000000000015,1.11886,0.6185,0.93465,0.02427,0.00168,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.68344116210938,1.2051578760147095,4.674715042114258,27.62700843811035,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
102,b,0.0049722487793064886,0.0049722487793064886,0.0049722487793064886,1.12014,0.61883,0.93387,0.02398,0.00168,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.78981018066406,1.19058358669281,4.644682884216309,26.92635726928711,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
103,b,0.004894516742563265,0.004894516742563265,0.004894516742563265,1.12023,0.61958,0.93322,0.02316,0.00163,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.6470489501953,1.1812852621078491,4.5112714767456055,28.867172241210938,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
104,b,0.0048168230689872695,0.0048168230689872695,0.0048168230689872695,1.12543,0.62038,0.93472,0.0228,0.00163,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.2360610961914,1.1650125980377197,4.489477157592773,26.488521575927734,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
105,b,0.0047391869283298985,0.0047391869283298985,0.0047391869283298985,1.11392,0.61424,0.93328,0.0224,0.00163,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.6828155517578,1.1660845279693604,4.522469997406006,26.812150955200195,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,1,0,0,0.1,1.0,1.0,1.0
