epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,train/t_rec_loss,train/reach_match_loss,train/reach_rank_loss,train/task_loss,train/kd_loss,train/s_rec_loss,train/d_pos_mean,train/d_neg_mean,train/rank_gap_mean,train/mask_mean,train/mask_std,train/mask_fg_mean,train/mask_bg_mean,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,val/t_rec_loss,val/reach_match_loss,val/reach_rank_loss,val/task_loss,val/kd_loss,val/s_rec_loss,val/d_pos_mean,val/d_neg_mean,val/rank_gap_mean,val/mask_mean,val/mask_std,val/mask_fg_mean,val/mask_bg_mean,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
1,245.421,1.0801,0.58435,0.92372,0,0.01135,0,0,0.54548,0.28263,0.03031,2.02949,1.95424,-0.07525,0.50252,0.05744,0.51548,0.50196,0.73106,0.69821,0.72969,0.48553,1.17158,0.62896,0.9322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48553,0.00333037,0.00333037,0.0700267
2,483.26,1.11256,0.61212,0.93235,0,0.01132,0,0,0.55423,0.19155,0.0163,2.0294,1.94314,-0.08625,0.50353,0.05774,0.51532,0.503,0.72433,0.67919,0.71351,0.46709,1.17689,0.65405,0.93542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46709,0.0066633,0.0066633,0.0400263
3,703.852,1.1622,0.65898,0.9465,0,0.01127,0,0,0.56631,0.15155,0.01291,2.04045,1.92079,-0.11966,0.50232,0.05805,0.51387,0.5018,0.68527,0.60919,0.64129,0.41145,1.21292,0.71557,0.94703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41145,0.0099946,0.0099946,0.0100242
4,899.89,1.21139,0.71063,0.96242,0,0.01118,0,0,0.58134,0.13489,0.01103,2.04246,1.91205,-0.1304,0.50224,0.0584,0.5147,0.50168,0.68255,0.61737,0.65226,0.41406,1.23208,0.71306,0.95362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41406,0.0099945,0.0099945,0.0099945
5,1080.45,1.20732,0.71052,0.96284,0,0.01103,0,0,0.5799,0.12203,0.00962,2.04207,1.90771,-0.13437,0.5009,0.05878,0.51338,0.50035,0.69685,0.61626,0.64947,0.41484,1.23374,0.71063,0.95212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41484,0.00999023,0.00999023,0.00999023
6,1261.19,1.21258,0.71549,0.96337,0,0.01093,0,0,0.58233,0.11515,0.0086,2.04379,1.90463,-0.13917,0.49969,0.05915,0.51439,0.49907,0.67606,0.62666,0.65246,0.42111,1.20676,0.70715,0.94701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42111,0.00998474,0.00998474,0.00998474
7,1442.97,1.21218,0.71157,0.96388,0,0.01076,0,0,0.57984,0.10811,0.00787,2.03902,1.90311,-0.13591,0.50007,0.05901,0.51456,0.49945,0.70704,0.61201,0.66903,0.4275,1.20097,0.7014,0.94544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4275,0.00997803,0.00997803,0.00997803
8,1626.19,1.21014,0.7112,0.96235,0,0.01061,0,0,0.58132,0.10322,0.00729,2.03865,1.90502,-0.13363,0.49872,0.05873,0.51449,0.49808,0.6944,0.61398,0.66054,0.42643,1.20544,0.69693,0.94799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42643,0.00997011,0.00997011,0.00997011
9,1805.48,1.21318,0.71271,0.9627,0,0.01046,0,0,0.58045,0.09904,0.00673,2.0427,1.9,-0.1427,0.50022,0.05918,0.51516,0.4996,0.68061,0.60124,0.64024,0.41972,1.2064,0.69984,0.94374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41972,0.00996097,0.00996097,0.00996097
10,1988.23,1.20632,0.70746,0.96161,0,0.01032,0,0,0.57965,0.09499,0.00641,2.04426,1.90145,-0.14281,0.4985,0.05897,0.51392,0.49787,0.71031,0.63838,0.67805,0.44487,1.18874,0.68483,0.93919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44487,0.00995062,0.00995062,0.00995062
11,2167.66,1.20839,0.71156,0.96123,0,0.01018,0,0,0.57937,0.09096,0.00608,2.04238,1.90522,-0.13716,0.49781,0.0594,0.51334,0.49719,0.69893,0.63267,0.6702,0.42993,1.20071,0.68509,0.94238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42993,0.00993906,0.00993906,0.00993906
12,2368.69,1.20286,0.70423,0.96268,0,0.01003,0,0,0.57866,0.08972,0.00579,2.04313,1.90701,-0.13612,0.49775,0.06009,0.51312,0.49712,0.70684,0.63998,0.68605,0.44557,1.19708,0.67642,0.94185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44557,0.00992629,0.00992629,0.00992629
13,2583.04,1.20817,0.70872,0.96243,0,0.0099,0,0,0.5806,0.08605,0.00554,2.03828,1.90955,-0.12873,0.49746,0.05994,0.51389,0.4968,0.68947,0.61461,0.65454,0.42682,1.19539,0.695,0.9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42682,0.00991232,0.00991232,0.00991232
14,2800.27,1.20437,0.70165,0.96068,0,0.00977,0,0,0.5772,0.08326,0.00538,2.0441,1.9119,-0.1322,0.49617,0.06035,0.51381,0.49549,0.70728,0.64566,0.68339,0.44275,1.17938,0.67171,0.93871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44275,0.00989715,0.00989715,0.00989715
15,3022.8,1.2023,0.70181,0.96066,0,0.00963,0,0,0.57921,0.08006,0.00517,2.04596,1.91075,-0.13521,0.49629,0.05999,0.51415,0.4956,0.73056,0.64193,0.69609,0.45787,1.18195,0.66299,0.93828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45787,0.00988079,0.00988079,0.00988079
16,3238.2,1.20469,0.70512,0.95992,0,0.00955,0,0,0.57789,0.07981,0.00508,2.04419,1.91098,-0.13321,0.4974,0.06038,0.51536,0.49671,0.71641,0.63446,0.68517,0.4495,1.18012,0.66767,0.93718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4495,0.00986323,0.00986323,0.00986323
