epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_frozen_reach_probe,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
54,b,0.008381411941873378,0.008381411941873378,0.008381411941873378,1.16974,0.66709,0.94997,0.05293,0.00183,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.05430603027344,1.5098261833190918,5.7896952629089355,30.08521842956543,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
55,b,0.008323493733352076,0.008323493733352076,0.008323493733352076,1.16786,0.66716,0.95044,0.05169,0.00181,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.81910705566406,1.5173181295394897,5.835174560546875,31.236053466796875,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
56,b,0.008264767839234409,0.008264767839234409,0.008264767839234409,1.16498,0.66416,0.9477,0.05046,0.00182,0.15324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.36288452148438,1.50319504737854,5.781221389770508,34.35552215576172,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
57,b,0.008205248749256015,0.008205248749256015,0.008205248749256015,1.1639,0.66122,0.94749,0.04869,0.00179,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.94764709472656,1.5098638534545898,5.875707626342773,32.96437454223633,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
58,b,0.008144951148861742,0.008144951148861742,0.008144951148861742,1.16616,0.66484,0.94678,0.04699,0.00178,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.42474365234375,1.506395936012268,5.807712554931641,33.173221588134766,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
59,b,0.008083889915582234,0.008083889915582234,0.008083889915582234,1.16195,0.66175,0.94683,0.04638,0.00178,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.80035400390625,1.5007367134094238,5.810102462768555,29.982894897460938,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
60,b,0.008022080115363126,0.008022080115363126,0.008022080115363126,1.16781,0.66607,0.94962,0.04546,0.00177,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.55088806152344,1.4941781759262085,5.8260722160339355,33.690216064453125,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
61,b,0.007959536998847742,0.007959536998847742,0.007959536998847742,1.16342,0.66019,0.94849,0.04465,0.00175,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.54281616210938,1.494611144065857,5.846256732940674,33.75784683227539,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
62,b,0.007896275997614229,0.007896275997614229,0.007896275997614229,1.16251,0.66062,0.94697,0.04482,0.00176,0.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.46453857421875,1.4946660995483398,5.847628593444824,32.41434860229492,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
63,b,0.007832312720368047,0.007832312720368047,0.007832312720368047,1.15998,0.65773,0.94502,0.04296,0.00173,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.26519775390625,1.4831658601760864,5.635157108306885,31.83760643005371,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
64,b,0.007767662949090753,0.007767662949090753,0.007767662949090753,1.16179,0.6591,0.94715,0.04196,0.00172,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.90122985839844,1.4787300825119019,5.815271377563477,34.14546585083008,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
65,b,0.007702342635146034,0.007702342635146034,0.007702342635146034,1.15805,0.65774,0.94681,0.04295,0.00169,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.94317626953125,1.475504755973816,5.761385440826416,31.777795791625977,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
66,b,0.007636367895343947,0.007636367895343947,0.007636367895343947,1.16031,0.65924,0.94647,0.04163,0.0017,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.14312744140625,1.4654186964035034,5.71044921875,31.967321395874023,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
67,b,0.007569755007964338,0.007569755007964338,0.007569755007964338,1.15908,0.65694,0.94621,0.04044,0.0017,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.93075561523438,1.4654208421707153,5.651978492736816,32.83740997314453,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
68,b,0.007502520408740418,0.007502520408740418,0.007502520408740418,1.15837,0.65668,0.94701,0.03975,0.00168,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.2826690673828,1.4569402933120728,5.592029094696045,29.293827056884766,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
69,b,0.00743468068680349,0.00743468068680349,0.00743468068680349,1.15137,0.6489,0.94319,0.0384,0.00169,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.64598083496094,1.4479522705078125,5.594770908355713,29.547330856323242,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
70,b,0.007366252580589839,0.007366252580589839,0.007366252580589839,1.15328,0.65003,0.94401,0.03757,0.0017,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.38699340820312,1.4437763690948486,5.537533760070801,28.41873550415039,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
71,b,0.007297252973710758,0.007297252973710758,0.007297252973710758,1.15635,0.65192,0.94307,0.03678,0.00168,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.55563354492188,1.4426268339157104,5.489882469177246,28.73790740966797,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
72,b,0.0072276988907867806,0.0072276988907867806,0.0072276988907867806,1.15326,0.65148,0.94295,0.03644,0.00168,0.15322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.26649475097656,1.4287904500961304,5.503284454345703,29.564205169677734,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
73,b,0.007157607493247109,0.007157607493247109,0.007157607493247109,1.15277,0.6499,0.94267,0.03549,0.00161,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0235137939453,1.42209792137146,5.480480194091797,28.1044864654541,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
74,b,0.007086996075095289,0.007086996075095289,0.007086996075095289,1.15078,0.64747,0.94192,0.03632,0.00163,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.497802734375,1.4192007780075073,5.403264045715332,29.129011154174805,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
75,b,0.007015882058642163,0.007015882058642163,0.007015882058642163,1.1491,0.64859,0.94429,0.03482,0.00166,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.8892364501953,1.4193841218948364,5.541594982147217,28.90457534790039,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
76,b,0.006944282990207194,0.006944282990207194,0.006944282990207194,1.14702,0.64801,0.94327,0.03486,0.00165,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.47320556640625,1.4044235944747925,5.484369277954102,30.98021125793457,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
77,b,0.006872216535789157,0.006872216535789157,0.006872216535789157,1.1473,0.64424,0.94239,0.03411,0.00161,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.7661895751953,1.3915648460388184,5.316431999206543,30.153047561645508,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
78,b,0.0067997004767073235,0.0067997004767073235,0.0067997004767073235,1.14704,0.64457,0.94164,0.03372,0.0016,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.21322631835938,1.3811734914779663,5.271023750305176,31.297311782836914,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
79,b,0.006726752705214193,0.006726752705214193,0.006726752705214193,1.14311,0.64186,0.94093,0.03371,0.00163,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.81161499023438,1.37965726852417,5.367435932159424,31.433488845825195,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
80,b,0.00665339122008084,0.00665339122008084,0.00665339122008084,1.14485,0.64416,0.94179,0.03229,0.00162,0.15321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.59829711914062,1.3752522468566895,5.317616939544678,32.649105072021484,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
81,b,0.006579634122155991,0.006579634122155991,0.006579634122155991,1.14327,0.64024,0.9412,0.03149,0.00159,0.1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.59454345703125,1.3695006370544434,5.286406993865967,30.272066116333008,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
82,b,0.006505499609899905,0.006505499609899905,0.006505499609899905,1.14401,0.64095,0.94137,0.0306,0.00155,0.1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.49484252929688,1.3621097803115845,5.347000598907471,30.947969436645508,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
83,b,0.006431005974894186,0.006431005974894186,0.006431005974894186,1.13972,0.64081,0.94038,0.03116,0.00158,0.1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.02149963378906,1.3485519886016846,5.210626125335693,30.668119430541992,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
84,b,0.006356171597328595,0.006356171597328595,0.006356171597328595,1.14298,0.63921,0.93897,0.03145,0.00152,0.15319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.8047332763672,1.3415789604187012,5.162393569946289,28.759559631347656,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
85,b,0.0062810149414660316,0.0062810149414660316,0.0062810149414660316,1.13933,0.63801,0.94046,0.03055,0.00155,0.1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.2791748046875,1.3366971015930176,5.137742519378662,28.700666427612305,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
86,b,0.006205554551086732,0.006205554551086732,0.006205554551086732,1.13957,0.6364,0.93928,0.02998,0.00158,0.1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.6658172607422,1.3317419290542603,5.167470455169678,27.811241149902344,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
87,b,0.006129809044912886,0.006129809044912886,0.006129809044912886,1.13861,0.63605,0.93943,0.0291,0.00151,0.15319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.33270263671875,1.3240307569503784,5.111706733703613,28.16272735595703,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
88,b,0.006053797112014738,0.006053797112014738,0.006053797112014738,1.1373,0.6367,0.93824,0.0283,0.00151,0.15319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.72178649902344,1.315972924232483,5.022692680358887,27.795494079589844,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
89,b,0.005977537507199338,0.005977537507199338,0.005977537507199338,1.1377,0.63436,0.9374,0.0288,0.00149,0.15319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.945068359375,1.304429292678833,5.033685207366943,28.98996353149414,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
90,b,0.005901049046383078,0.005901049046383078,0.005901049046383078,1.13768,0.63494,0.93954,0.02792,0.00148,0.15319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.86679077148438,1.2959421873092651,5.018223762512207,27.72024917602539,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,1,0,0,0,0.1,1.0,1.0,1.0
