# source_log: /mnt/dataY/ydf/projects/LADD_og/logs/formal_nomosaic_20260528/baselines/rgb_yolo11s_hbb_800ep_cos_nomosaic_albu_b64_s123_gpu6.log
# source_log_size_bytes: 33842341
# note: extracted from raw log; ANSI progress control characters removed; full raw log retained on server 90.

800/800      3.52G     0.6439     0.3154     0.7949        113        256: 16% ━╸────────── 36/230 3.5it/s 10.6s<55.8s
800/800      3.52G     0.6436     0.3152     0.7947        123        256: 16% ━╸────────── 37/230 3.5it/s 10.8s<55.4s
800/800      3.52G     0.6474     0.3176     0.7938        141        256: 17% ━╸────────── 38/230 3.5it/s 11.1s<54.4s[ WARN:0@80729.679] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.52G     0.6496     0.3182     0.7928        186        256: 17% ━━────────── 39/230 3.5it/s 11.4s<54.3s
800/800      3.52G     0.6456     0.3169     0.7922        130        256: 17% ━━────────── 40/230 3.6it/s 11.7s<52.9s
800/800      3.52G     0.6432     0.3159     0.7917        156        256: 18% ━━────────── 41/230 3.6it/s 12.0s<53.2s
800/800      3.52G     0.6432     0.3158     0.7912        139        256: 18% ━━────────── 42/230 3.5it/s 12.2s<53.7s
800/800      3.52G     0.6451     0.3162     0.7904        200        256: 19% ━━────────── 43/230 3.6it/s 12.5s<52.5s
800/800      3.52G     0.6433     0.3161     0.7908        122        256: 19% ━━────────── 44/230 3.6it/s 12.8s<51.2s
800/800      3.52G     0.6412     0.3152     0.7914        148        256: 20% ━━────────── 45/230 3.6it/s 13.1s<51.2s
800/800      3.52G     0.6413     0.3168     0.7913        139        256: 20% ━━────────── 46/230 3.5it/s 13.4s<52.1s
800/800      3.52G     0.6388     0.3158     0.7911        112        256: 20% ━━────────── 47/230 3.4it/s 13.7s<53.5s
800/800      3.52G     0.6397     0.3153     0.7908        174        256: 21% ━━╸───────── 48/230 3.5it/s 13.9s<51.5s
800/800      3.52G     0.6398     0.3152     0.7908        130        256: 21% ━━╸───────── 49/230 3.6it/s 14.2s<50.2s
800/800      3.52G     0.6409     0.3152     0.7911        165        256: 22% ━━╸───────── 50/230 3.7it/s 14.5s<49.0s
800/800      3.52G     0.6397     0.3146     0.7912        117        256: 22% ━━╸───────── 51/230 3.6it/s 14.8s<49.2s
800/800      3.52G     0.6408     0.3152      0.791        167        256: 23% ━━╸───────── 52/230 3.6it/s 15.0s<49.0s
800/800      3.52G     0.6408     0.3154     0.7907        104        256: 23% ━━╸───────── 53/230 3.6it/s 15.3s<48.7s
800/800      3.52G     0.6419     0.3162     0.7907        178        256: 23% ━━╸───────── 54/230 3.6it/s 15.6s<49.2s
