# source_log: /mnt/dataY/ydf/projects/LADD_og/logs/formal_nomosaic_20260528/baselines/rgb_yolo11s_hbb_800ep_cos_nomosaic_albu_b64_s0_gpu5.log
# source_log_size_bytes: 33786135
# note: extracted from raw log; ANSI progress control characters removed; full raw log retained on server 90.

800/800      3.56G       0.67     0.3213     0.7917        115        256: 29% ━━━───────── 67/230 2.9it/s 25.1s<56.4s
800/800      3.56G      0.669     0.3207      0.792        134        256: 30% ━━━╸──────── 68/230 2.9it/s 25.5s<55.8s
800/800      3.56G     0.6719     0.3219     0.7917        240        256: 30% ━━━╸──────── 69/230 3.0it/s 25.8s<54.1s
800/800      3.56G     0.6713     0.3219     0.7917        108        256: 30% ━━━╸──────── 70/230 3.0it/s 26.1s<53.2s
800/800      3.56G     0.6712      0.322     0.7922        108        256: 31% ━━━╸──────── 71/230 3.0it/s 26.4s<53.1s
800/800      3.56G     0.6721     0.3219     0.7924        207        256: 31% ━━━╸──────── 72/230 3.0it/s 26.8s<52.3s
800/800      3.56G     0.6722     0.3219     0.7922        143        256: 32% ━━━╸──────── 73/230 2.9it/s 27.2s<54.8s
800/800      3.56G     0.6721      0.322     0.7923        173        256: 32% ━━━╸──────── 74/230 2.9it/s 27.5s<54.3s
800/800      3.56G     0.6731     0.3229     0.7923        183        256: 33% ━━━╸──────── 75/230 2.9it/s 27.8s<53.3s
800/800      3.56G     0.6711     0.3222     0.7924        106        256: 33% ━━━╸──────── 76/230 3.0it/s 28.2s<51.9s
800/800      3.56G     0.6727     0.3231     0.7922        152        256: 33% ━━━━──────── 77/230 2.9it/s 28.5s<51.9s
800/800      3.56G     0.6732     0.3233     0.7922        179        256: 34% ━━━━──────── 78/230 2.9it/s 28.8s<51.6s
800/800      3.56G     0.6736     0.3234     0.7924        192        256: 34% ━━━━──────── 79/230 2.9it/s 29.2s<52.4s
800/800      3.56G     0.6725      0.323     0.7924        102        256: 35% ━━━━──────── 80/230 2.9it/s 29.5s<51.6s
800/800      3.56G     0.6724     0.3231     0.7926        139        256: 35% ━━━━──────── 81/230 2.9it/s 29.9s<52.0s
800/800      3.56G     0.6719     0.3233     0.7927        154        256: 36% ━━━━──────── 82/230 2.8it/s 30.3s<52.1s
800/800      3.56G     0.6735     0.3241     0.7926        184        256: 36% ━━━━──────── 83/230 2.9it/s 30.6s<51.3s
800/800      3.56G     0.6728     0.3237     0.7928        146        256: 37% ━━━━──────── 84/230 2.8it/s 31.0s<52.5s
800/800      3.56G     0.6726     0.3236     0.7925        174        256: 37% ━━━━──────── 85/230 2.7it/s 31.4s<52.9s
800/800      3.56G     0.6722     0.3237     0.7923        141        256: 37% ━━━━──────── 86/230 2.7it/s 31.7s<52.4s
800/800      3.56G     0.6708      0.323     0.7925        144        256: 38% ━━━━╸─────── 87/230 2.8it/s 32.1s<50.2s
800/800      3.56G       0.67     0.3228     0.7925        136        256: 38% ━━━━╸─────── 88/230 2.9it/s 32.4s<48.9s
800/800      3.56G     0.6709     0.3231     0.7926        216        256: 39% ━━━━╸─────── 89/230 2.9it/s 32.7s<48.4s
800/800      3.56G     0.6699     0.3227     0.7927        173        256: 39% ━━━━╸─────── 90/230 2.9it/s 33.1s<47.9s
800/800      3.56G     0.6688     0.3223     0.7927        109        256: 40% ━━━━╸─────── 91/230 2.9it/s 33.4s<47.5s
800/800      3.56G     0.6676     0.3218      0.793        144        256: 40% ━━━━╸─────── 92/230 2.8it/s 33.8s<48.9s
800/800      3.56G     0.6659     0.3212     0.7928        118        256: 40% ━━━━╸─────── 93/230 2.7it/s 34.2s<50.1s
800/800      3.56G     0.6654     0.3216     0.7927        118        256: 41% ━━━━╸─────── 94/230 2.8it/s 34.5s<48.8s
800/800      3.56G     0.6661     0.3221     0.7926        147        256: 41% ━━━━╸─────── 95/230 2.8it/s 34.9s<47.5s
800/800      3.56G     0.6654     0.3219     0.7931        114        256: 42% ━━━━━─────── 96/230 2.9it/s 35.2s<46.4s
800/800      3.56G     0.6651     0.3218     0.7931        134        256: 42% ━━━━━─────── 97/230 2.7it/s 35.6s<49.2s
800/800      3.56G     0.6654     0.3217     0.7929        188        256: 43% ━━━━━─────── 98/230 2.7it/s 36.0s<49.2s[ WARN:0@123593.270] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.56G     0.6659     0.3218      0.793        155        256: 43% ━━━━━─────── 99/230 2.8it/s 36.4s<47.6s
800/800      3.56G     0.6645     0.3217     0.7932        109        256: 43% ━━━━━─────── 100/230 2.7it/s 36.7s<47.8s
800/800      3.56G     0.6636     0.3214     0.7933        143        256: 44% ━━━━━─────── 101/230 2.8it/s 37.1s<46.0s
800/800      3.56G     0.6633     0.3213     0.7934        143        256: 44% ━━━━━─────── 102/230 2.9it/s 37.4s<44.9s[ WARN:0@123594.485] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.56G     0.6632     0.3212     0.7933        143        256: 45% ━━━━━─────── 103/230 2.8it/s 37.8s<45.9s
800/800      3.56G     0.6621     0.3209     0.7931        114        256: 45% ━━━━━─────── 104/230 2.8it/s 38.2s<44.7s
800/800      3.56G     0.6626     0.3211     0.7932        136        256: 46% ━━━━━─────── 105/230 2.9it/s 38.5s<43.7s
800/800      3.56G     0.6611     0.3205     0.7932        111        256: 46% ━━━━━╸────── 106/230 2.9it/s 38.8s<42.7s
800/800      3.56G      0.661     0.3205     0.7932        158        256: 47% ━━━━━╸────── 107/230 2.9it/s 39.2s<42.4s
800/800      3.56G     0.6625     0.3212      0.793        143        256: 47% ━━━━━╸────── 108/230 2.8it/s 39.6s<44.1s[ WARN:0@123596.745] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.56G     0.6622     0.3211     0.7929        144        256: 47% ━━━━━╸────── 109/230 2.8it/s 39.9s<43.7s
800/800      3.56G     0.6623     0.3212      0.793        129        256: 48% ━━━━━╸────── 110/230 2.8it/s 40.3s<43.5s[ WARN:0@123597.396] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.56G     0.6617     0.3209     0.7929        138        256: 48% ━━━━━╸────── 111/230 2.8it/s 40.7s<42.8s
800/800      3.56G     0.6616     0.3209     0.7929        144        256: 49% ━━━━━╸────── 112/230 2.8it/s 41.0s<42.1s[ WARN:0@123598.241] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.56G     0.6597     0.3203     0.7931        104        256: 49% ━━━━━╸────── 113/230 2.8it/s 41.3s<41.1s
800/800      3.56G     0.6599     0.3204     0.7929        127        256: 50% ━━━━━╸────── 114/230 2.8it/s 41.7s<41.2s
800/800      3.56G     0.6604     0.3204      0.793        147        256: 50% ━━━━━━────── 115/230 2.9it/s 42.0s<40.2s
800/800      3.56G     0.6594     0.3202     0.7931        101        256: 50% ━━━━━━────── 116/230 2.9it/s 42.4s<39.0s
800/800      3.56G     0.6588     0.3199     0.7931        121        256: 51% ━━━━━━────── 117/230 2.9it/s 42.7s<38.5s
800/800      3.56G     0.6587     0.3198     0.7932        153        256: 51% ━━━━━━────── 118/230 2.9it/s 43.1s<38.4s[ WARN:0@123600.180] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.56G      0.661     0.3205     0.7931        208        256: 52% ━━━━━━────── 119/230 2.8it/s 43.4s<39.6s
800/800      3.56G     0.6622     0.3207     0.7929        261        256: 52% ━━━━━━────── 120/230 2.8it/s 43.8s<39.0s
800/800      3.56G     0.6628     0.3208     0.7927        226        256: 53% ━━━━━━────── 121/230 2.8it/s 44.1s<38.3s
800/800      3.56G     0.6625     0.3207     0.7929        142        256: 53% ━━━━━━────── 122/230 2.8it/s 44.5s<38.7s
800/800      3.56G     0.6623     0.3207      0.793        134        256: 53% ━━━━━━────── 123/230 2.9it/s 44.8s<37.3s
800/800      3.56G     0.6655     0.3216     0.7928        223        256: 54% ━━━━━━────── 124/230 2.8it/s 45.2s<38.0s
800/800      3.56G     0.6654     0.3216     0.7927        171        256: 54% ━━━━━━╸───── 125/230 2.8it/s 45.6s<37.8s
800/800      3.56G     0.6657     0.3217     0.7928        218        256: 55% ━━━━━━╸───── 126/230 2.8it/s 46.0s<37.5s
800/800      3.56G     0.6646     0.3214     0.7929        131        256: 55% ━━━━━━╸───── 127/230 2.7it/s 46.4s<38.3s
800/800      3.56G      0.664     0.3211      0.793        106        256: 56% ━━━━━━╸───── 128/230 2.8it/s 46.7s<36.7s
800/800      3.56G     0.6647     0.3214     0.7931        148        256: 56% ━━━━━━╸───── 129/230 2.8it/s 47.1s<36.5s
800/800      3.56G     0.6655     0.3217     0.7929        152        256: 57% ━━━━━━╸───── 130/230 2.7it/s 47.4s<36.7s
800/800      3.56G      0.666     0.3219      0.793        181        256: 57% ━━━━━━╸───── 131/230 2.6it/s 47.9s<37.7s
800/800      3.56G     0.6665     0.3222     0.7931        108        256: 57% ━━━━━━╸───── 132/230 2.6it/s 48.2s<37.7s
800/800      3.56G     0.6671     0.3222      0.793        255        256: 58% ━━━━━━╸───── 133/230 2.6it/s 48.6s<36.8s
800/800      3.56G     0.6663     0.3219     0.7932        130        256: 58% ━━━━━━╸───── 134/230 2.7it/s 49.0s<35.1s
800/800      3.56G     0.6658     0.3218     0.7932        126        256: 59% ━━━━━━━───── 135/230 2.8it/s 49.3s<34.3s
800/800      3.56G     0.6657     0.3219     0.7933        146        256: 59% ━━━━━━━───── 136/230 2.8it/s 49.6s<33.0s[ WARN:0@123606.744] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.56G     0.6662     0.3219     0.7933        159        256: 60% ━━━━━━━───── 137/230 2.9it/s 50.0s<31.9s
800/800      3.56G     0.6678     0.3224     0.7932        214        256: 60% ━━━━━━━───── 138/230 2.9it/s 50.3s<31.5s
800/800      3.56G     0.6673     0.3223     0.7936        118        256: 60% ━━━━━━━───── 139/230 2.9it/s 50.7s<31.9s
800/800      3.56G     0.6677     0.3226     0.7935        169        256: 61% ━━━━━━━───── 140/230 2.8it/s 51.0s<31.7s
800/800      3.56G     0.6672     0.3224     0.7935        115        256: 61% ━━━━━━━───── 141/230 2.9it/s 51.4s<30.7s
800/800      3.56G     0.6666     0.3223     0.7934        188        256: 62% ━━━━━━━───── 142/230 2.9it/s 51.7s<30.3s
800/800      3.56G     0.6676     0.3225     0.7935        155        256: 62% ━━━━━━━───── 143/230 2.9it/s 52.1s<30.4s
800/800      3.56G     0.6676     0.3225     0.7934        225        256: 63% ━━━━━━━╸──── 144/230 2.9it/s 52.4s<30.0s
800/800      3.56G     0.6667     0.3221     0.7934        123        256: 63% ━━━━━━━╸──── 145/230 2.9it/s 52.7s<29.2s
800/800      3.56G     0.6663     0.3218     0.7933        153        256: 63% ━━━━━━━╸──── 146/230 2.9it/s 53.1s<28.6s
800/800      3.56G     0.6664     0.3218     0.7936        111        256: 64% ━━━━━━━╸──── 147/230 2.9it/s 53.4s<28.7s
800/800      3.56G     0.6658     0.3217     0.7935        146        256: 64% ━━━━━━━╸──── 148/230 2.9it/s 53.8s<28.2s
800/800      3.56G     0.6659     0.3218     0.7934        122        256: 65% ━━━━━━━╸──── 149/230 2.8it/s 54.1s<28.5s
800/800      3.56G     0.6665     0.3221     0.7935        135        256: 65% ━━━━━━━╸──── 150/230 2.9it/s 54.5s<27.7s
800/800      3.56G     0.6658     0.3219     0.7935        139        256: 66% ━━━━━━━╸──── 151/230 2.8it/s 54.9s<28.2s
800/800      3.56G     0.6662      0.322     0.7934        145        256: 66% ━━━━━━━╸──── 152/230 2.9it/s 55.2s<27.0s
800/800      3.56G     0.6665     0.3222     0.7935        137        256: 67% ━━━━━━━╸──── 153/230 2.8it/s 55.6s<27.3s
800/800      3.56G     0.6665     0.3221     0.7935        132        256: 67% ━━━━━━━━──── 154/230 2.8it/s 55.9s<27.5s
800/800      3.56G     0.6659     0.3218     0.7935        112        256: 67% ━━━━━━━━──── 155/230 2.8it/s 56.3s<26.4s
800/800      3.56G     0.6651     0.3215     0.7938        116        256: 68% ━━━━━━━━──── 156/230 2.8it/s 56.6s<26.4s
800/800      3.56G     0.6648     0.3213     0.7938        127        256: 68% ━━━━━━━━──── 157/230 2.8it/s 57.0s<26.3s
800/800      3.56G     0.6647     0.3212     0.7938        154        256: 69% ━━━━━━━━──── 158/230 2.8it/s 57.4s<25.5s
800/800      3.56G     0.6654     0.3215     0.7936        196        256: 69% ━━━━━━━━──── 159/230 2.8it/s 57.7s<25.3s
800/800      3.56G     0.6652     0.3217     0.7936        129        256: 70% ━━━━━━━━──── 160/230 2.8it/s 58.1s<25.4s
800/800      3.56G     0.6651     0.3216     0.7936        112        256: 70% ━━━━━━━━──── 161/230 2.7it/s 58.5s<25.6s
800/800      3.56G      0.665     0.3216     0.7936        127        256: 70% ━━━━━━━━──── 162/230 2.7it/s 58.8s<24.8s
800/800      3.56G     0.6652     0.3218     0.7934        169        256: 71% ━━━━━━━━╸─── 163/230 2.8it/s 59.2s<24.0s
800/800      3.56G     0.6659      0.322     0.7932        184        256: 71% ━━━━━━━━╸─── 164/230 2.9it/s 59.5s<22.9s
800/800      3.56G     0.6655     0.3218     0.7933        136        256: 72% ━━━━━━━━╸─── 165/230 2.8it/s 59.9s<22.9s
800/800      3.56G      0.666     0.3219     0.7932        207        256: 72% ━━━━━━━━╸─── 166/230 2.9it/s 1:00<22.3s
800/800      3.56G     0.6652     0.3215     0.7933        117        256: 73% ━━━━━━━━╸─── 167/230 2.9it/s 1:01<22.0s
800/800      3.56G     0.6647     0.3216     0.7934        143        256: 73% ━━━━━━━━╸─── 168/230 2.7it/s 1:01<22.6s
800/800      3.56G     0.6647     0.3216     0.7933        107        256: 73% ━━━━━━━━╸─── 169/230 2.7it/s 1:01<22.7s
800/800      3.56G     0.6646     0.3217     0.7933        144        256: 74% ━━━━━━━━╸─── 170/230 2.8it/s 1:02<21.5s
800/800      3.56G     0.6645     0.3217     0.7934        142        256: 74% ━━━━━━━━╸─── 171/230 2.9it/s 1:02<20.7s
800/800      3.56G     0.6645     0.3216     0.7935        124        256: 75% ━━━━━━━━╸─── 172/230 2.9it/s 1:02<20.0s
800/800      3.56G     0.6638     0.3213     0.7935        149        256: 75% ━━━━━━━━━─── 173/230 2.9it/s 1:03<19.4s
800/800      3.56G     0.6634     0.3213     0.7935        182        256: 76% ━━━━━━━━━─── 174/230 2.8it/s 1:03<19.7s
800/800      3.56G     0.6642     0.3215     0.7936        161        256: 76% ━━━━━━━━━─── 175/230 2.8it/s 1:03<19.4s
800/800      3.56G     0.6651     0.3216     0.7936        186        256: 77% ━━━━━━━━━─── 176/230 2.8it/s 1:04<19.0s
800/800      3.56G     0.6644     0.3216     0.7937        123        256: 77% ━━━━━━━━━─── 177/230 2.9it/s 1:04<18.2s
800/800      3.56G     0.6647     0.3216     0.7937        187        256: 77% ━━━━━━━━━─── 178/230 2.8it/s 1:04<18.6s
800/800      3.56G     0.6653     0.3218     0.7938        240        256: 78% ━━━━━━━━━─── 179/230 2.9it/s 1:05<17.9s[ WARN:0@123621.959] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.56G     0.6654     0.3217     0.7937        183        256: 78% ━━━━━━━━━─── 180/230 2.8it/s 1:05<17.6s
800/800      3.56G     0.6662     0.3219     0.7936        206        256: 79% ━━━━━━━━━─── 181/230 2.9it/s 1:06<17.1s
800/800      3.56G     0.6664     0.3221     0.7936        173        256: 79% ━━━━━━━━━─── 182/230 2.9it/s 1:06<16.8s
800/800      3.56G     0.6672     0.3223     0.7937        181        256: 80% ━━━━━━━━━╸── 183/230 2.8it/s 1:06<16.9s
800/800      3.56G     0.6672     0.3224     0.7937        162        256: 80% ━━━━━━━━━╸── 184/230 2.8it/s 1:07<16.3s
800/800      3.56G     0.6666     0.3222     0.7937        120        256: 80% ━━━━━━━━━╸── 185/230 2.8it/s 1:07<15.9s
800/800      3.56G     0.6661      0.322     0.7937        155        256: 81% ━━━━━━━━━╸── 186/230 2.8it/s 1:07<15.8s
800/800      3.56G      0.666     0.3221     0.7936        154        256: 81% ━━━━━━━━━╸── 187/230 2.8it/s 1:08<15.2s
800/800      3.56G     0.6665     0.3223     0.7936        174        256: 82% ━━━━━━━━━╸── 188/230 2.9it/s 1:08<14.5s
800/800      3.56G     0.6665     0.3222     0.7935        131        256: 82% ━━━━━━━━━╸── 189/230 2.9it/s 1:08<14.0s
800/800      3.56G     0.6673     0.3224     0.7933        146        256: 83% ━━━━━━━━━╸── 190/230 2.9it/s 1:09<13.7s
800/800      3.56G     0.6669     0.3223     0.7934        130        256: 83% ━━━━━━━━━╸── 191/230 2.9it/s 1:09<13.3s
800/800      3.56G     0.6669     0.3222     0.7934        121        256: 83% ━━━━━━━━━━── 192/230 2.9it/s 1:09<13.0s
800/800      3.56G     0.6665     0.3221     0.7934        125        256: 84% ━━━━━━━━━━── 193/230 2.9it/s 1:10<12.7s
800/800      3.56G     0.6666     0.3221     0.7933        208        256: 84% ━━━━━━━━━━── 194/230 2.9it/s 1:10<12.3s
800/800      3.56G     0.6668     0.3221     0.7934        149        256: 85% ━━━━━━━━━━── 195/230 2.9it/s 1:10<12.3s
800/800      3.56G     0.6663      0.322     0.7935        120        256: 85% ━━━━━━━━━━── 196/230 2.8it/s 1:11<12.0s
800/800      3.56G     0.6661     0.3219     0.7935        126        256: 86% ━━━━━━━━━━── 197/230 2.8it/s 1:11<11.7s
800/800      3.56G     0.6661     0.3222     0.7934        111        256: 86% ━━━━━━━━━━── 198/230 2.8it/s 1:11<11.5s
800/800      3.56G     0.6664     0.3223     0.7936        162        256: 87% ━━━━━━━━━━── 199/230 2.7it/s 1:12<11.3s
800/800      3.56G     0.6663     0.3222     0.7936        172        256: 87% ━━━━━━━━━━── 200/230 2.7it/s 1:12<11.1s
800/800      3.56G     0.6652     0.3218     0.7935        106        256: 87% ━━━━━━━━━━── 201/230 2.6it/s 1:13<11.0s
800/800      3.56G     0.6655     0.3219     0.7935        171        256: 88% ━━━━━━━━━━╸─ 202/230 2.6it/s 1:13<10.6s
800/800      3.56G      0.665     0.3217     0.7936        129        256: 88% ━━━━━━━━━━╸─ 203/230 2.6it/s 1:13<10.3s
800/800      3.56G     0.6651     0.3217     0.7937        139        256: 89% ━━━━━━━━━━╸─ 204/230 2.6it/s 1:14<9.8s
800/800      3.56G     0.6644     0.3214     0.7937        121        256: 89% ━━━━━━━━━━╸─ 205/230 2.8it/s 1:14<9.0s
800/800      3.56G     0.6639     0.3213      0.794        142        256: 90% ━━━━━━━━━━╸─ 206/230 2.9it/s 1:14<8.4s
800/800      3.56G     0.6637     0.3213     0.7939        116        256: 90% ━━━━━━━━━━╸─ 207/230 2.9it/s 1:15<7.9s
800/800      3.56G     0.6639     0.3214     0.7938        123        256: 90% ━━━━━━━━━━╸─ 208/230 3.0it/s 1:15<7.5s
800/800      3.56G     0.6635     0.3212     0.7938        120        256: 91% ━━━━━━━━━━╸─ 209/230 2.9it/s 1:15<7.3s
800/800      3.56G     0.6646     0.3216     0.7937        341        256: 91% ━━━━━━━━━━╸─ 210/230 2.9it/s 1:16<6.9s
800/800      3.56G     0.6659     0.3219     0.7936        190        256: 92% ━━━━━━━━━━━─ 211/230 2.9it/s 1:16<6.5s
800/800      3.56G     0.6658      0.322     0.7936        124        256: 92% ━━━━━━━━━━━─ 212/230 2.8it/s 1:17<6.3s
800/800      3.56G      0.666     0.3221     0.7936        141        256: 93% ━━━━━━━━━━━─ 213/230 2.8it/s 1:17<6.0s
800/800      3.56G     0.6658     0.3221     0.7934        135        256: 93% ━━━━━━━━━━━─ 214/230 2.8it/s 1:17<5.6s
800/800      3.56G     0.6656     0.3221     0.7933        119        256: 93% ━━━━━━━━━━━─ 215/230 2.8it/s 1:18<5.4s
800/800      3.56G     0.6658     0.3221     0.7933        200        256: 94% ━━━━━━━━━━━─ 216/230 2.8it/s 1:18<5.0s
800/800      3.56G     0.6658     0.3221     0.7934        187        256: 94% ━━━━━━━━━━━─ 217/230 2.9it/s 1:18<4.5s
800/800      3.56G     0.6656     0.3221     0.7934        134        256: 95% ━━━━━━━━━━━─ 218/230 2.8it/s 1:19<4.3s
800/800      3.56G     0.6665     0.3224     0.7934        193        256: 95% ━━━━━━━━━━━─ 219/230 2.8it/s 1:19<3.9s
800/800      3.56G     0.6665     0.3224     0.7935        169        256: 96% ━━━━━━━━━━━─ 220/230 2.8it/s 1:19<3.5s
800/800      3.56G     0.6668     0.3226     0.7936        150        256: 96% ━━━━━━━━━━━╸ 221/230 2.9it/s 1:20<3.1s
800/800      3.56G     0.6672     0.3227     0.7937        185        256: 97% ━━━━━━━━━━━╸ 222/230 2.9it/s 1:20<2.8s
800/800      3.56G     0.6672     0.3227     0.7937        151        256: 97% ━━━━━━━━━━━╸ 223/230 2.8it/s 1:20<2.5s
800/800      3.56G     0.6668     0.3226     0.7937        129        256: 97% ━━━━━━━━━━━╸ 224/230 2.9it/s 1:21<2.1s
800/800      3.56G     0.6666     0.3225     0.7936        123        256: 98% ━━━━━━━━━━━╸ 225/230 2.9it/s 1:21<1.7s
800/800      3.56G     0.6664     0.3225     0.7936        132        256: 98% ━━━━━━━━━━━╸ 226/230 3.0it/s 1:21<1.4s
800/800      3.56G     0.6662     0.3225     0.7937        145        256: 99% ━━━━━━━━━━━╸ 227/230 2.8it/s 1:22<1.1s[ WARN:0@123638.850] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      3.56G      0.666     0.3223     0.7938        146        256: 99% ━━━━━━━━━━━╸ 228/230 2.9it/s 1:22<0.7s
800/800      3.56G     0.6653     0.3219     0.7941         17        256: 100% ━━━━━━━━━━━╸ 229/230 2.9it/s 1:22<0.3s
800/800      3.56G     0.6653     0.3219     0.7941         17        256: 100% ━━━━━━━━━━━━ 230/230 2.8it/s 1:22
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 3% ──────────── 1/29 10.7s/it 3.2s<5:01
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 14% ━╸────────── 4/29 4.3s/it 12.9s<1:46
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 17% ━━────────── 5/29 4.1s/it 16.7s<1:39
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 21% ━━────────── 6/29 4.1s/it 20.8s<1:35
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 24% ━━╸───────── 7/29 4.1s/it 25.0s<1:31
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 28% ━━━───────── 8/29 4.2s/it 29.2s<1:27
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 31% ━━━╸──────── 9/29 4.2s/it 33.5s<1:24
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 34% ━━━━──────── 10/29 4.2s/it 37.7s<1:20
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 38% ━━━━╸─────── 11/29 4.2s/it 41.9s<1:16
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 41% ━━━━╸─────── 12/29 4.2s/it 46.1s<1:12
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 45% ━━━━━─────── 13/29 4.3s/it 50.6s<1:08
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 48% ━━━━━╸────── 14/29 4.3s/it 54.9s<1:04
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 52% ━━━━━━────── 15/29 4.3s/it 59.2s<1:00
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 55% ━━━━━━╸───── 16/29 4.3s/it 1:03<55.9s
Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 59% ━━━━━━━───── 17/29 4.3s/it 1:08<51.1s[ WARN:0@123707.348] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
