# source_log: /mnt/dataY/ydf/projects/LADD_og/logs/formal_nomosaic_20260528/baselines/rgb_yolo11n_hbb_800ep_cos_nomosaic_albu_b64_s0_gpu5.log
# source_log_size_bytes: 33818361
# note: extracted from raw log; ANSI progress control characters removed; full raw log retained on server 90.

800/800      2.37G     0.8587     0.4084       0.81        149        256: 20% ━━────────── 46/230 3.1it/s 15.7s<59.9s
800/800      2.37G     0.8607      0.409     0.8096        124        256: 20% ━━────────── 47/230 3.0it/s 16.1s<1:01
800/800      2.37G     0.8583     0.4082     0.8095        127        256: 21% ━━╸───────── 48/230 3.1it/s 16.4s<59.6s
800/800      2.37G     0.8568     0.4075     0.8101        125        256: 21% ━━╸───────── 49/230 3.0it/s 16.8s<1:01
800/800      2.37G     0.8552     0.4077     0.8105        123        256: 22% ━━╸───────── 50/230 3.0it/s 17.1s<59.8s
800/800      2.37G     0.8544     0.4075     0.8102        136        256: 22% ━━╸───────── 51/230 2.9it/s 17.5s<1:01
800/800      2.37G     0.8603     0.4092     0.8101        287        256: 23% ━━╸───────── 52/230 2.9it/s 17.8s<1:00
800/800      2.37G     0.8627     0.4102     0.8101        146        256: 23% ━━╸───────── 53/230 3.0it/s 18.1s<59.6s
800/800      2.37G     0.8655     0.4111     0.8099        188        256: 23% ━━╸───────── 54/230 3.0it/s 18.4s<58.7s[ WARN:0@119309.237] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      2.37G     0.8671     0.4114     0.8095        212        256: 24% ━━╸───────── 55/230 3.0it/s 18.8s<57.8s
800/800      2.37G     0.8677     0.4118     0.8094        159        256: 24% ━━╸───────── 56/230 2.9it/s 19.1s<59.2s
800/800      2.37G     0.8683     0.4129     0.8098        141        256: 25% ━━╸───────── 57/230 3.0it/s 19.4s<57.5s
800/800      2.37G     0.8717     0.4139       0.81        173        256: 25% ━━━───────── 58/230 2.9it/s 19.8s<59.1s
800/800      2.37G     0.8706     0.4135     0.8098        127        256: 26% ━━━───────── 59/230 2.9it/s 20.2s<59.1s
800/800      2.37G     0.8703     0.4132     0.8097        121        256: 26% ━━━───────── 60/230 2.9it/s 20.5s<58.1s
800/800      2.37G     0.8721     0.4138     0.8099        129        256: 27% ━━━───────── 61/230 3.0it/s 20.8s<56.7s
800/800      2.37G     0.8719      0.414     0.8098        148        256: 27% ━━━───────── 62/230 3.0it/s 21.2s<56.3s
800/800      2.37G     0.8735     0.4145     0.8092        178        256: 27% ━━━───────── 63/230 3.0it/s 21.5s<55.3s
800/800      2.37G     0.8753     0.4147     0.8092        131        256: 28% ━━━───────── 64/230 3.0it/s 21.8s<55.6s[ WARN:0@119312.616] global grfmt_tiff.cpp:122 TIFF_Warning TIFFReadDirectory: Unknown field with tag 34264 (0x85d8) encountered
800/800      2.37G     0.8766      0.415     0.8092        197        256: 28% ━━━───────── 65/230 2.9it/s 22.2s<56.3s
