# source_log: /mnt/dataY/ydf/projects/LADD_og/logs/formal_nomosaic_20260528/baselines/sar_yolo11s_hbb_800ep_cos_nomosaic_albu_b64_s0_gpu2.log
# source_log_size_bytes: 31519648
# note: extracted from raw log; ANSI progress control characters removed; full raw log retained on server 90.

800/800      3.56G     0.6949     0.3429     0.7956        177        256: 18% ━━────────── 41/230 2.8it/s 15.0s<1:08
800/800      3.56G     0.6985     0.3437     0.7954        211        256: 18% ━━────────── 42/230 2.7it/s 15.3s<1:08
800/800      3.56G     0.6971     0.3432     0.7953        129        256: 19% ━━────────── 43/230 2.7it/s 15.7s<1:09
800/800      3.56G      0.695     0.3421     0.7952        127        256: 19% ━━────────── 44/230 2.7it/s 16.1s<1:09
800/800      3.56G     0.6933     0.3412     0.7954        135        256: 20% ━━────────── 45/230 2.7it/s 16.4s<1:08
800/800      3.56G      0.693     0.3406     0.7949        149        256: 20% ━━────────── 46/230 2.7it/s 16.8s<1:08
800/800      3.56G     0.6949     0.3413     0.7945        124        256: 20% ━━────────── 47/230 2.7it/s 17.2s<1:08
800/800      3.56G     0.6931     0.3406     0.7943        127        256: 21% ━━╸───────── 48/230 2.7it/s 17.6s<1:09
800/800      3.56G     0.6936     0.3403      0.795        125        256: 21% ━━╸───────── 49/230 2.6it/s 18.0s<1:10
800/800      3.56G     0.6922     0.3402     0.7954        123        256: 22% ━━╸───────── 50/230 2.7it/s 18.3s<1:07
800/800      3.56G     0.6915       0.34      0.795        136        256: 22% ━━╸───────── 51/230 2.7it/s 18.7s<1:05
800/800      3.56G     0.6979     0.3418      0.795        287        256: 23% ━━╸───────── 52/230 2.7it/s 19.1s<1:07
800/800      3.56G        0.7     0.3422     0.7949        146        256: 23% ━━╸───────── 53/230 2.6it/s 19.5s<1:07
800/800      3.56G     0.7034     0.3435     0.7949        188        256: 23% ━━╸───────── 54/230 2.8it/s 19.8s<1:03
800/800      3.56G      0.707     0.3442     0.7946        212        256: 24% ━━╸───────── 55/230 2.7it/s 20.2s<1:04
800/800      3.56G     0.7085     0.3452     0.7946        159        256: 24% ━━╸───────── 56/230 2.8it/s 20.5s<1:02
800/800      3.56G     0.7092     0.3458     0.7949        141        256: 25% ━━╸───────── 57/230 2.7it/s 20.9s<1:03
800/800      3.56G     0.7114     0.3464      0.795        173        256: 25% ━━━───────── 58/230 2.8it/s 21.2s<1:01
