               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11007,            0.040297,             0.29147,              0.3899,             0.11042,             0.03496,            0.010901,             0.10863,            0.032749,             0.25486,           0.0099998,           0.0099998,           0.0099998
                   1,            0.096526,            0.040884,             0.15045,             0.40937,             0.10937,            0.030687,            0.008384,            0.097002,            0.037839,             0.11021,           0.0099994,           0.0099994,           0.0099994
                   2,            0.094622,             0.04306,             0.18768,            0.049246,            0.040785,            0.011157,           0.0030273,             0.11716,             0.37979,             0.97949,           0.0099986,           0.0099986,           0.0099986
                   3,            0.098741,            0.043091,             0.22559,             0.40526,            0.064918,            0.015948,           0.0045022,             0.11032,             0.06217,             0.45813,           0.0099976,           0.0099976,           0.0099976
                   4,            0.095953,            0.043622,             0.21217,             0.37829,             0.11744,             0.02381,           0.0068257,             0.10776,             0.05805,             0.16698,           0.0099962,           0.0099962,           0.0099962
                   5,            0.093031,            0.043645,             0.18245,             0.41373,             0.11923,            0.032625,           0.0082902,            0.099165,            0.039214,             0.34238,           0.0099945,           0.0099945,           0.0099945
                   6,            0.090908,            0.043473,             0.16453,             0.39858,            0.079815,            0.025823,           0.0060691,                 nan,                 nan,              2.6033,           0.0099925,           0.0099925,           0.0099925
                   7,            0.090383,            0.043365,             0.17927,              0.5046,             0.11312,            0.042063,            0.012484,            0.099835,            0.044813,             0.69533,           0.0099902,           0.0099902,           0.0099902
                   8,            0.088127,            0.043287,             0.14659,             0.46138,             0.15572,            0.067607,            0.018858,            0.084996,            0.031096,             0.10672,           0.0099876,           0.0099876,           0.0099876
                   9,             0.08666,            0.043236,             0.13745,             0.16641,             0.16237,            0.092929,            0.027395,            0.086179,            0.031388,            0.081142,           0.0099847,           0.0099847,           0.0099847
                  10,            0.086205,            0.042932,             0.13396,             0.52987,             0.15616,             0.10609,            0.029628,            0.084186,            0.033579,             0.14056,           0.0099815,           0.0099815,           0.0099815
                  11,            0.084917,            0.042812,              0.1297,             0.53246,             0.17328,             0.11239,            0.034078,            0.082137,            0.031419,              0.1084,            0.009978,            0.009978,            0.009978
                  12,            0.084249,            0.043212,             0.12338,             0.25318,             0.18574,             0.12427,            0.038711,            0.079604,            0.032572,            0.090731,           0.0099742,           0.0099742,           0.0099742
                  13,            0.083801,            0.042827,             0.12622,             0.60386,             0.16771,              0.1241,            0.039637,            0.081139,            0.032432,             0.12395,           0.0099701,           0.0099701,           0.0099701
                  14,            0.082828,            0.043642,             0.11849,             0.18363,             0.16028,            0.099195,            0.029827,            0.079276,            0.032063,             0.15481,           0.0099657,           0.0099657,           0.0099657
                  15,            0.082259,            0.042973,             0.11794,             0.24686,             0.18619,             0.13674,            0.045228,             0.07777,            0.030462,            0.064756,            0.009961,            0.009961,            0.009961
                  16,            0.081735,            0.043161,             0.12075,             0.60863,              0.1788,             0.15884,            0.053573,            0.076044,             0.03095,            0.066565,           0.0099559,           0.0099559,           0.0099559
                  17,            0.081622,            0.042612,             0.11354,             0.29191,             0.18752,             0.16158,             0.05206,            0.076171,            0.031966,            0.082445,           0.0099506,           0.0099506,           0.0099506
                  18,            0.080649,            0.043023,             0.11153,             0.60075,             0.19883,             0.15742,            0.051741,             0.07452,            0.030908,            0.062077,            0.009945,            0.009945,            0.009945
                  19,             0.08016,            0.042941,             0.10673,             0.25232,             0.19081,             0.15668,            0.053703,            0.075641,            0.031023,            0.046416,           0.0099391,           0.0099391,           0.0099391
                  20,            0.079977,            0.042982,             0.10207,             0.24571,              0.1857,              0.1354,            0.043122,            0.076074,            0.030655,             0.08935,           0.0099328,           0.0099328,           0.0099328
                  21,            0.079235,            0.042458,            0.095891,               0.305,             0.19534,             0.16309,            0.054092,            0.073966,            0.030746,            0.080272,           0.0099263,           0.0099263,           0.0099263
                  22,            0.079137,            0.042271,            0.098487,             0.27704,             0.20666,             0.16512,            0.053511,            0.073147,            0.030938,            0.070947,           0.0099195,           0.0099195,           0.0099195
                  23,            0.078793,            0.042752,            0.094731,             0.27167,             0.20406,             0.15735,            0.051785,            0.073346,            0.030108,            0.060142,           0.0099123,           0.0099123,           0.0099123
                  24,            0.079184,            0.042122,            0.093283,             0.62977,             0.20659,             0.17518,            0.062252,            0.071764,            0.030682,            0.053699,           0.0099049,           0.0099049,           0.0099049
                  25,            0.078622,            0.043021,            0.098578,             0.64013,              0.2144,             0.18577,             0.06526,            0.072295,             0.03038,            0.067901,           0.0098972,           0.0098972,           0.0098972
                  26,            0.078611,            0.042166,            0.098306,             0.35434,              0.2059,             0.17739,            0.063598,            0.072527,            0.031273,             0.07361,           0.0098891,           0.0098891,           0.0098891
                  27,            0.078302,            0.042606,            0.089737,             0.31871,             0.21297,             0.19202,            0.071478,            0.070828,             0.03033,            0.050003,           0.0098808,           0.0098808,           0.0098808
                  28,            0.078012,            0.042629,            0.091711,             0.35233,             0.22829,             0.18985,            0.066316,            0.070707,            0.030306,            0.050893,           0.0098722,           0.0098722,           0.0098722
                  29,            0.077471,            0.041999,            0.097682,             0.32094,              0.2127,             0.19305,            0.070521,            0.070603,                0.03,            0.072485,           0.0098632,           0.0098632,           0.0098632
                  30,            0.077562,            0.042503,             0.09186,             0.36691,             0.22614,             0.20209,            0.071212,            0.070113,            0.029451,            0.044593,            0.009854,            0.009854,            0.009854
