epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head
27,a2,0.0014555999999999998,0.0004852,0.0014555999999999998,0.96261,0.47941,0.82367,0.0,0.00129,0.15316,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,98.55549621582031,nan,nan,3.9545037746429443
28,a2,0.0013962,0.0004654,0.0013962,0.96219,0.47518,0.82257,0.0,0.00128,0.15316,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,93.19563293457031,nan,nan,2.423088550567627
29,a2,0.0013367999999999998,0.00044559999999999993,0.0013367999999999998,0.95601,0.47461,0.82032,0.0,0.00126,0.15316,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,72.18408966064453,nan,nan,2.62890887260437
30,a2,0.0012774000000000001,0.00042580000000000005,0.0012774000000000001,0.95199,0.47317,0.8221,0.0,0.00123,0.15315,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,107.23786163330078,nan,nan,2.733793020248413
31,a2,0.0012180000000000001,0.00040600000000000006,0.0012180000000000001,0.95087,0.47259,0.82315,0.0,0.00121,0.15315,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,156.48036193847656,nan,nan,8.264630317687988
32,a2,0.0011586,0.0003862,0.0011586,0.94471,0.47107,0.82092,0.0,0.0012,0.15315,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,106.05274963378906,nan,nan,4.979467868804932
33,a2,0.0010992,0.0003664,0.0010992,0.94182,0.4682,0.82213,0.0,0.00119,0.15315,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,60.24441909790039,nan,nan,3.2470743656158447
34,a2,0.0010398,0.00034659999999999997,0.0010398,0.94118,0.46949,0.82192,0.0,0.00119,0.15315,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,166.31752014160156,nan,nan,7.284999370574951
35,a2,0.0009804,0.0003268,0.0009804,0.93782,0.46656,0.81999,0.0,0.00119,0.15315,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,129.9562530517578,nan,nan,6.3505706787109375
36,a2,0.0009210000000000002,0.00030700000000000004,0.0009210000000000002,0.9376,0.46553,0.81879,0.0,0.00117,0.15314,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,155.77877807617188,nan,nan,6.000255107879639
37,a2,0.0008616,0.00028720000000000004,0.0008616,0.93273,0.46421,0.82147,0.0,0.00117,0.15314,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,86.74501037597656,nan,nan,3.425568103790283
38,a2,0.0008022000000000001,0.00026740000000000005,0.0008022000000000001,0.92688,0.46303,0.81825,0.0,0.00115,0.15314,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,114.71460723876953,nan,nan,2.365976333618164
39,a2,0.0007428,0.0002476,0.0007428,0.92559,0.46142,0.81883,0.0,0.00113,0.15314,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,132.0331573486328,nan,nan,3.171250343322754
40,a2,0.0006833999999999999,0.00022779999999999998,0.0006833999999999999,0.92247,0.45953,0.81888,0.0,0.00114,0.15314,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,83.4510498046875,nan,nan,2.727266788482666
41,a2,0.0006239999999999999,0.00020799999999999996,0.0006239999999999999,0.9263,0.46286,0.81952,0.0,0.00114,0.15314,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,80.30613708496094,nan,nan,3.4664011001586914
42,a2,0.0005646000000000002,0.00018820000000000008,0.0005646000000000002,0.91826,0.45858,0.8185,0.0,0.00111,0.15314,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,84.62886810302734,nan,nan,3.8972585201263428
43,a2,0.0005052000000000001,0.00016840000000000005,0.0005052000000000001,0.91153,0.45835,0.81804,0.0,0.0011,0.15313,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,118.02445220947266,nan,nan,3.625795364379883
44,a2,0.00044580000000000005,0.0001486,0.00044580000000000005,0.90872,0.45464,0.81751,0.0,0.00109,0.15313,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,89.90701293945312,nan,nan,3.541114568710327
45,a2,0.0003864,0.00012880000000000001,0.0003864,0.90607,0.45379,0.81729,0.0,0.0011,0.15313,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,112.9283676147461,nan,nan,6.302603244781494
46,a2,0.0003269999999999999,0.00010899999999999998,0.0003269999999999999,0.90708,0.45393,0.81806,0.0,0.0011,0.15313,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,96.82723999023438,nan,nan,3.2096686363220215
47,a2,0.0002675999999999999,8.919999999999996e-05,0.0002675999999999999,0.90575,0.45501,0.81874,0.0,0.00107,0.15313,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,83.88612365722656,nan,nan,2.1307454109191895
48,a2,0.00020820000000000013,6.940000000000005e-05,0.00020820000000000013,0.89785,0.45007,0.81466,0.0,0.00107,0.15313,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,103.5323715209961,nan,nan,3.1177079677581787
49,a2,0.00014880000000000012,4.960000000000004e-05,0.00014880000000000012,0.89656,0.45183,0.81788,0.0,0.00107,0.15313,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,142.65892028808594,nan,nan,5.332383632659912
50,a2,8.940000000000006e-05,2.9800000000000023e-05,8.940000000000006e-05,0.89274,0.44839,0.8151,0.0,0.00108,0.15313,78.875,1.934607744216919,9.700389862060547,31.015625,81,normal,0,0,101.92030334472656,nan,nan,5.64194393157959
