epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,156.991,2.30673,2.31678,1.38989,0.49403,0.43432,0.41535,0.16895,2.23488,2.19164,1.10391,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884,0.00995652,0.00331884
2,352.429,2.18687,1.53253,1.15042,0.37508,0.35322,0.26852,0.09168,2.26414,3.4446,1.20634,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215,0.0199564,0.00665215
3,585.525,2.37031,1.69437,1.21384,0.14237,0.11276,0.05623,0.01697,2.82477,17.9806,1.76484,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535,0.0299561,0.00998535
4,790.289,2.37732,1.70176,1.2563,0.54127,0.25206,0.28044,0.09192,2.38907,2.58492,1.28728,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966,0.029999,0.00999966
5,980.484,2.25142,1.55127,1.20795,0.50962,0.39417,0.35844,0.13608,2.24787,2.17072,1.19839,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939,0.0299982,0.00999939
6,1115.91,2.1716,1.44311,1.17093,0.55847,0.50731,0.50992,0.2083,2.03875,1.608,1.11407,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905,0.0299971,0.00999905
7,1243.4,2.11331,1.37417,1.14762,0.579,0.51044,0.50866,0.21873,2.04772,1.49214,1.11313,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863,0.0299959,0.00999863
8,1408.07,2.08468,1.34349,1.13562,0.62179,0.53551,0.55145,0.23381,2.10431,1.4533,1.10614,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813,0.0299944,0.00999813
9,1551.58,2.04354,1.29319,1.11905,0.61956,0.60132,0.6121,0.26972,1.99221,1.24582,1.07135,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
10,1689.54,2.01731,1.25786,1.1011,0.68744,0.59354,0.61441,0.27388,1.95569,1.15416,1.06944,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691,0.0299907,0.00999691
11,1819.15,1.96273,1.22111,1.09893,0.6811,0.6087,0.63937,0.28811,1.88285,1.11706,1.05944,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618,0.0299886,0.00999618
12,1955.22,1.97398,1.21466,1.0921,0.67984,0.59837,0.63465,0.2891,1.92563,1.18175,1.05413,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538,0.0299861,0.00999538
13,2096.86,1.9691,1.20394,1.08602,0.69127,0.61405,0.64575,0.28947,1.87148,1.2126,1.04937,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945
14,2231.74,1.93186,1.15837,1.06912,0.67936,0.61503,0.64107,0.29513,1.88535,1.11505,1.04326,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355,0.0299807,0.00999355
15,2363.12,1.91903,1.15387,1.07056,0.69938,0.64985,0.67879,0.31633,1.83502,1.11135,1.03664,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252,0.0299776,0.00999252
16,2499.64,1.9095,1.13365,1.06627,0.67753,0.67196,0.67121,0.31342,1.8253,1.144,1.02978,0.0299742,0.00999141,0.0299742,0.00999141,0.0299742,0.00999141,0.0299742,0.00999141
17,2640.07,1.91558,1.14033,1.05945,0.71122,0.66226,0.6888,0.32377,1.85142,1.05542,1.03641,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023
18,2772.39,1.90284,1.11145,1.05079,0.70731,0.67126,0.69398,0.33272,1.81279,1.00599,1.02596,0.0299669,0.00998897,0.0299669,0.00998897,0.0299669,0.00998897,0.0299669,0.00998897
19,2908.29,1.88211,1.10778,1.04896,0.75643,0.67177,0.72357,0.3485,1.78439,0.98119,1.01263,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764,0.0299629,0.00998764
20,3052.97,1.86436,1.09219,1.04874,0.71665,0.69478,0.71805,0.34625,1.76759,1.00378,1.01116,0.0299587,0.00998623,0.0299587,0.00998623,0.0299587,0.00998623,0.0299587,0.00998623
21,3192.49,1.85102,1.07924,1.03982,0.75701,0.68935,0.72332,0.352,1.77787,0.95661,1.01271,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474
22,3330.19,1.84021,1.0631,1.03892,0.75884,0.69843,0.72743,0.34825,1.74219,0.97308,1.00759,0.0299495,0.00998318,0.0299495,0.00998318,0.0299495,0.00998318,0.0299495,0.00998318
23,3467.71,1.83419,1.05887,1.03788,0.73047,0.70701,0.72802,0.34976,1.76679,0.95326,1.00275,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154,0.0299446,0.00998154
24,3606.39,1.84032,1.04837,1.02905,0.7506,0.70157,0.73831,0.35619,1.77664,0.96847,1.00526,0.0299395,0.00997982,0.0299395,0.00997982,0.0299395,0.00997982,0.0299395,0.00997982
25,3743.01,1.81845,1.03564,1.02717,0.7423,0.71245,0.73234,0.36184,1.75037,0.95102,1.00024,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803
26,3878.5,1.82306,1.03961,1.02953,0.75434,0.70698,0.73399,0.35946,1.74607,0.93116,0.99524,0.0299285,0.00997616,0.0299285,0.00997616,0.0299285,0.00997616,0.0299285,0.00997616
27,4013.87,1.80501,1.02794,1.02105,0.75539,0.6916,0.72633,0.35934,1.72482,0.90676,0.99207,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422,0.0299227,0.00997422
28,4154.31,1.7945,1.02902,1.02376,0.75648,0.71363,0.74303,0.36034,1.76979,0.94682,0.99738,0.0299166,0.0099722,0.0299166,0.0099722,0.0299166,0.0099722,0.0299166,0.0099722
29,4275.52,1.80203,1.02554,1.0231,0.76172,0.71189,0.7428,0.37087,1.73756,0.89857,0.99168,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011
30,4408.91,1.79209,1.01733,1.01619,0.7854,0.74254,0.77797,0.39194,1.68263,0.88202,0.98287,0.0299038,0.00996794,0.0299038,0.00996794,0.0299038,0.00996794,0.0299038,0.00996794
31,4544.35,1.77423,1.00016,1.01506,0.77654,0.74165,0.76924,0.39413,1.67312,0.86507,0.97869,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569,0.0298971,0.00996569
32,4687.7,1.78629,1.00407,1.01368,0.76533,0.72972,0.75967,0.3892,1.68026,0.85797,0.98064,0.0298901,0.00996337,0.0298901,0.00996337,0.0298901,0.00996337,0.0298901,0.00996337
33,4829.05,1.77745,0.99873,1.01839,0.78721,0.74847,0.78336,0.40489,1.65467,0.84673,0.97313,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
34,4961.78,1.77816,1.00394,1.01148,0.78585,0.7595,0.78019,0.40442,1.65596,0.84554,0.97096,0.0298755,0.00995849,0.0298755,0.00995849,0.0298755,0.00995849,0.0298755,0.00995849
35,5100.11,1.76406,0.98595,1.00583,0.78552,0.75472,0.77761,0.39658,1.68567,0.84637,0.97669,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594,0.0298678,0.00995594
36,5241.73,1.75802,0.98056,1.00362,0.78951,0.75773,0.78731,0.40816,1.65832,0.84487,0.97249,0.02986,0.00995332,0.02986,0.00995332,0.02986,0.00995332,0.02986,0.00995332
37,5381.55,1.75651,0.98662,1.00605,0.80634,0.76916,0.79986,0.42276,1.62357,0.81822,0.9648,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062
38,5516.93,1.75623,0.97678,1.00283,0.79528,0.77501,0.79463,0.41406,1.61947,0.83261,0.96283,0.0298435,0.00994784,0.0298435,0.00994784,0.0298435,0.00994784,0.0298435,0.00994784
39,5654.06,1.72917,0.96143,0.99985,0.80121,0.77901,0.80005,0.42078,1.61949,0.81281,0.96288,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499,0.029835,0.00994499
40,5793.88,1.74051,0.95922,0.99899,0.81479,0.77874,0.80713,0.42792,1.60526,0.80534,0.96018,0.0298262,0.00994206,0.0298262,0.00994206,0.0298262,0.00994206,0.0298262,0.00994206
41,5930.12,1.7341,0.96441,0.99905,0.80901,0.78406,0.8114,0.43165,1.58211,0.79785,0.95586,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
42,6065.95,1.73635,0.9622,0.99772,0.81366,0.77455,0.80756,0.42928,1.59633,0.80397,0.95901,0.0298079,0.00993598,0.0298079,0.00993598,0.0298079,0.00993598,0.0298079,0.00993598
43,6203.07,1.7452,0.95842,0.99696,0.79904,0.78503,0.80428,0.42902,1.59066,0.80112,0.95679,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282,0.0297985,0.00993282
44,6341.27,1.73589,0.95467,0.99224,0.80754,0.7915,0.81311,0.43413,1.58979,0.79201,0.95639,0.0297888,0.0099296,0.0297888,0.0099296,0.0297888,0.0099296,0.0297888,0.0099296
45,6479.47,1.71968,0.94611,0.99419,0.81478,0.78567,0.816,0.43895,1.58764,0.78629,0.95569,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629
46,6616.88,1.72502,0.94477,0.99429,0.8222,0.79332,0.82112,0.44215,1.57489,0.77565,0.95113,0.0297687,0.00992291,0.0297687,0.00992291,0.0297687,0.00992291,0.0297687,0.00992291
47,6753.53,1.70897,0.93815,0.99066,0.83062,0.79121,0.82227,0.44215,1.57424,0.76771,0.9504,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946,0.0297584,0.00991946
48,6889,1.70964,0.93507,0.99205,0.8333,0.78898,0.82392,0.44415,1.56853,0.7656,0.94989,0.0297478,0.00991593,0.0297478,0.00991593,0.0297478,0.00991593,0.0297478,0.00991593
49,7031.28,1.70488,0.93031,0.98852,0.82501,0.79518,0.82402,0.44403,1.57465,0.76135,0.94953,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
50,7170.56,1.70222,0.92797,0.98774,0.82115,0.79525,0.82232,0.44405,1.56678,0.76076,0.94763,0.0297259,0.00990864,0.0297259,0.00990864,0.0297259,0.00990864,0.0297259,0.00990864
51,7304.85,1.69813,0.92475,0.98967,0.8273,0.79754,0.82408,0.44567,1.56451,0.76069,0.94678,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489,0.0297147,0.00990489
