epoch,stage,lr_pg0,lr_pg1,lr_pg2,train_box_loss,train_cls_loss,train_dfl_loss,kd_loss,reach_match_loss,reach_rank_loss,cmdistill_pcc_levels,cmdistill_slrd_tokens,cmdistill_ibcld_candidate_ratio,cmdistill_ibcld_fg_count,cmdistill_ibcld_teacher_conf_added_count,cmdistill_ibcld_cls_loss,cmdistill_ibcld_box_loss,cmdistill_pcc_loss,cmdistill_relation_loss,cmdistill_ibcld_loss,cmdistill_total_loss,bn_running_var_max,bn_running_var_mean,bn_running_var_p95,bn_running_mean_abs_max,bn_num_layers,bn_stats_mode,bn_stats_frozen_this_epoch,nonfinite_metrics_or_cmdistill,nonfinite_bn_stats,nan_or_inf_detected,grad_norm_total,grad_norm_backbone,grad_norm_neck,grad_norm_head,base_alpha_kd,effective_alpha_kd,kd_multiplier,kd_warmup_active,ladd_kd_decay_mode,ladd_kd_decay_start_epoch,ladd_kd_decay_end_epoch,ladd_kd_final_mult,ladd_kd_stop_after_epoch,b_loss_warmup_mode,b_loss_warmup_start_epoch,b_loss_warmup_end_epoch,b_loss_warmup_final_mult,b_loss_warmup_scope,b_loss_warmup_multiplier,b_loss_warmup_active,ladd_b_a2_core,ladd_b_det_only,ladd_a2_det_only,effective_alpha_s_rec,effective_alpha_sep,effective_lambda_residual_aux,effective_lambda_reach,effective_lambda_match_inner,effective_lambda_rank_inner
1,b,0.009956521739130433,0.0033188405797101453,0.009956521739130433,2.71988,2.78935,1.56197,2.39531,0.0,0.0,2,64,0.0069754463620483875,67,8,0.3354751467704773,0.412109375,0.4283551275730133,0.07228739559650421,0.7475845217704773,1.2482271194458008,9.71511459350586,0.045600879937410355,0.10653449594974518,3.248814582824707,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
2,b,0.01995644556995291,0.006652148523317638,0.01995644556995291,2.66834,2.10164,1.35854,1.57829,0.0,0.0,2,64,0.03041294775903225,251,76,1.3499549627304077,0.68017578125,0.35854101181030273,0.05293666571378708,2.0301308631896973,2.441608428955078,11.424699783325195,0.06463295221328735,0.1593565195798874,3.9328131675720215,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
3,b,0.029956064393936686,0.009985354797978897,0.029956064393936686,2.8284,2.26371,1.43108,1.61178,0.0,0.0,2,64,0.0087425597012043,77,17,0.9428030848503113,0.53662109375,0.3215181529521942,0.04816729575395584,1.479424238204956,1.8491096496582031,23.28871726989746,0.1609032303094864,0.4688448905944824,5.6069159507751465,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
4,b,0.029998969486428155,0.009999656495476053,0.029998969486428155,2.85081,2.27748,1.44745,1.609,0.0,0.0,2,64,0.011346726678311825,105,17,0.6653336882591248,0.54150390625,0.6295749545097351,0.0677122175693512,1.2068376541137695,1.9041248559951782,48.56974411010742,0.39087623357772827,1.2654966115951538,9.454924583435059,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
5,b,0.029998167992352658,0.00999938933078422,0.029998167992352658,2.73384,2.11311,1.37712,1.51026,0.0,0.0,2,64,0.004557291977107525,35,14,0.6845307350158691,0.54345703125,0.3141411542892456,0.040907714515924454,1.2279877662658691,1.5830366611480713,93.44730377197266,0.6524315476417542,2.0131726264953613,12.971381187438965,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
6,b,0.02999713752115866,0.00999904584038622,0.02999713752115866,2.64309,1.99194,1.33678,1.44294,0.0,0.0,2,64,0.00827752985060215,64,25,0.6296369433403015,0.50830078125,0.4528733789920807,0.06375889480113983,1.1379377841949463,1.6545701026916504,142.92767333984375,0.8833416700363159,2.6775405406951904,13.739358901977539,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
7,b,0.02999587808873731,0.009998626029579103,0.02999587808873731,2.58293,1.91221,1.31119,1.39189,0.0,0.0,2,64,0.00930059514939785,76,24,0.7254475951194763,0.442138671875,0.5762101411819458,0.06672996282577515,1.167586326599121,1.8105263710021973,157.1428680419922,1.098941445350647,3.2985222339630127,12.982878684997559,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
8,b,0.0299943897145106,0.009998129904836867,0.0299943897145106,2.54022,1.85412,1.29665,1.36477,0.0,0.0,2,64,0.0154389888048172,115,51,0.5411491990089417,0.5537109375,0.5641674399375916,0.06502682715654373,1.0948600769042969,1.7240543365478516,146.1621856689453,1.29314124584198,3.8847832679748535,13.490649223327637,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
9,b,0.029992672421431114,0.009997557473810372,0.029992672421431114,2.49514,1.79874,1.26551,1.33242,0.0,0.0,2,64,0.01106770895421505,93,26,0.6830635070800781,0.6123046875,0.4931287467479706,0.1049841046333313,1.2953681945800781,1.8934810161590576,178.3642578125,1.5052508115768433,4.490060329437256,18.30144691467285,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
10,b,0.02999072623598163,0.00999690874532721,0.02999072623598163,2.46614,1.75998,1.25835,1.30104,0.0,0.0,2,64,0.012927827425301075,106,33,0.5589461922645569,0.44970703125,0.427362322807312,0.06967844814062119,1.008653163909912,1.5056939125061035,193.4847869873047,1.6977934837341309,5.11208963394165,21.095861434936523,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
11,b,0.02998855118817473,0.009996183729391579,0.02998855118817473,2.43101,1.70731,1.24036,1.28422,0.0,0.0,2,64,0.00920758955180645,91,8,0.44435498118400574,0.390625,0.5588716268539429,0.11908262223005295,0.8349800109863281,1.5129342079162598,194.04989624023438,1.8726966381072998,5.4808125495910645,18.590314865112305,81,normal,0,0,0,0,nan,nan,nan,nan,1.0,1.0,1.0,0,none,-1,-1,1.0,-1,none,-1,-1,1.0,core,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
