epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,lr/pg0,lr/pg1,lr/pg2
1,113.145,2.79739,3.08085,1.71641,2.96265,4.96609,2.08912,0.62576,0.616271,0.176729,0.162996,0.0650902,nan,nan,nan,nan,nan,nan,nan,0.00332607,0.00332607,0.0700654
2,218.864,2.57857,2.16251,1.38902,2.91073,4.67874,2.05935,0.72655,0.613386,0.205185,0.184091,0.0721025,nan,nan,nan,nan,nan,nan,nan,0.00664292,0.00664292,0.0400489
3,322.382,2.55073,2.03026,1.31586,2.85075,4.43617,1.97875,0.73522,0.331685,0.240184,0.228362,0.0971429,nan,nan,nan,nan,nan,nan,nan,0.00994327,0.00994327,0.0100159
4,427.772,2.54196,1.97712,1.29397,2.69639,3.91678,1.87283,1.25051,0.328747,0.256978,0.220527,0.0909253,nan,nan,nan,nan,nan,nan,nan,0.00992575,0.00992575,0.00992575
5,535.428,2.51432,1.92646,1.27419,2.57771,3.4116,1.75588,2.3066,0.385742,0.274174,0.254749,0.108258,nan,nan,nan,nan,nan,nan,nan,0.009901,0.009901,0.009901
6,644.168,2.48751,1.86266,1.24731,2.45842,2.94738,1.63347,2.29146,0.700561,0.260207,0.294171,0.130682,nan,nan,nan,nan,nan,nan,nan,0.00987625,0.00987625,0.00987625
7,752.47,2.49144,1.86678,1.24397,2.36895,2.62062,1.53401,2.0557,0.413966,0.305021,0.283071,0.121981,nan,nan,nan,nan,nan,nan,nan,0.0098515,0.0098515,0.0098515
8,861.713,2.47804,1.85824,1.23908,2.29804,2.38866,1.46129,2.14915,0.406865,0.318568,0.298644,0.12647,nan,nan,nan,nan,nan,nan,nan,0.00982675,0.00982675,0.00982675
9,973.089,2.48314,1.85083,1.23493,2.27001,2.19951,1.41037,2.19638,0.42529,0.29076,0.296699,0.131128,nan,nan,nan,nan,nan,nan,nan,0.009802,0.009802,0.009802
10,1085.08,2.47625,1.83665,1.22897,2.22043,2.04311,1.35397,1.90489,0.44658,0.319321,0.307962,0.137665,nan,nan,nan,nan,nan,nan,nan,0.00977725,0.00977725,0.00977725
11,1197.88,2.43605,1.81265,1.21848,2.18658,1.92709,1.32622,1.85214,0.456523,0.314325,0.328184,0.149474,nan,nan,nan,nan,nan,nan,nan,0.0097525,0.0097525,0.0097525
12,1310.37,2.43089,1.79705,1.21729,2.15036,1.81779,1.29927,1.77059,0.414004,0.348059,0.32155,0.145707,nan,nan,nan,nan,nan,nan,nan,0.00972775,0.00972775,0.00972775
13,1423.03,2.42851,1.77197,1.20312,2.15266,1.77167,1.27315,1.69636,0.495983,0.32186,0.339204,0.155929,nan,nan,nan,nan,nan,nan,nan,0.009703,0.009703,0.009703
14,1535.19,2.41394,1.75803,1.19803,2.14215,1.72037,1.25874,1.71882,0.424002,0.368077,0.344104,0.159579,nan,nan,nan,nan,nan,nan,nan,0.00967825,0.00967825,0.00967825
15,1648.42,2.42744,1.7748,1.20173,2.13326,1.66932,1.2373,1.98118,0.467148,0.348112,0.335893,0.149284,nan,nan,nan,nan,nan,nan,nan,0.0096535,0.0096535,0.0096535
16,1761.78,2.40028,1.73919,1.19696,2.10646,1.6067,1.21774,2.05113,0.421332,0.359868,0.346825,0.159935,nan,nan,nan,nan,nan,nan,nan,0.00962875,0.00962875,0.00962875
17,1877.01,2.4106,1.75966,1.19141,2.10371,1.58186,1.20504,2.36603,0.47618,0.36577,0.368643,0.172568,nan,nan,nan,nan,nan,nan,nan,0.009604,0.009604,0.009604
18,1990.25,2.4047,1.75375,1.20205,2.09105,1.53978,1.20289,2.12611,0.504475,0.375481,0.380323,0.17705,nan,nan,nan,nan,nan,nan,nan,0.00957925,0.00957925,0.00957925
19,2105.99,2.38928,1.71979,1.1875,2.09196,1.51638,1.1902,2.17179,0.513417,0.381478,0.391669,0.182675,nan,nan,nan,nan,nan,nan,nan,0.0095545,0.0095545,0.0095545
20,2223.34,2.36771,1.69968,1.18207,2.07578,1.49422,1.18168,2.20722,0.504525,0.383972,0.386958,0.185858,nan,nan,nan,nan,nan,nan,nan,0.00952975,0.00952975,0.00952975
21,2340.17,2.35141,1.67196,1.17493,2.06225,1.46949,1.16589,2.14544,0.481329,0.389321,0.38358,0.182603,nan,nan,nan,nan,nan,nan,nan,0.009505,0.009505,0.009505
22,2455.61,2.36331,1.67639,1.17428,2.06888,1.45873,1.16601,2.22804,0.502792,0.411084,0.40934,0.195888,nan,nan,nan,nan,nan,nan,nan,0.00948025,0.00948025,0.00948025
23,2572.31,2.32382,1.63744,1.1618,2.05475,1.43211,1.15826,2.11654,0.522224,0.424234,0.425715,0.20546,nan,nan,nan,nan,nan,nan,nan,0.0094555,0.0094555,0.0094555
24,2689.68,2.33903,1.65559,1.16722,2.03274,1.41258,1.15022,2.23525,0.531955,0.421853,0.426419,0.208835,nan,nan,nan,nan,nan,nan,nan,0.00943075,0.00943075,0.00943075
25,2805.82,2.32139,1.64194,1.16616,2.02323,1.39602,1.14754,2.19258,0.532997,0.406964,0.41699,0.202669,nan,nan,nan,nan,nan,nan,nan,0.009406,0.009406,0.009406
26,2924.47,2.31032,1.63089,1.15957,2.01619,1.38237,1.14056,2.11167,0.525508,0.430894,0.433708,0.212596,nan,nan,nan,nan,nan,nan,nan,0.00938125,0.00938125,0.00938125
27,3043.27,2.27353,1.60828,1.15471,1.99461,1.36981,1.13971,2.06311,0.521703,0.443881,0.445306,0.222715,nan,nan,nan,nan,nan,nan,nan,0.0093565,0.0093565,0.0093565
28,3160.8,2.27787,1.59975,1.15445,2.00654,1.36622,1.13901,2.09003,0.522415,0.437903,0.443639,0.22075,nan,nan,nan,nan,nan,nan,nan,0.00933175,0.00933175,0.00933175
29,3278.83,2.27243,1.6008,1.15244,1.9966,1.35365,1.13378,2.21574,0.533275,0.447592,0.451382,0.228188,nan,nan,nan,nan,nan,nan,nan,0.009307,0.009307,0.009307
30,3396.8,2.28909,1.61416,1.15088,1.99701,1.34751,1.12858,2.07176,0.533122,0.448001,0.451268,0.228989,nan,nan,nan,nan,nan,nan,nan,0.00928225,0.00928225,0.00928225
31,3514.99,2.25458,1.56094,1.1418,1.97762,1.33202,1.12487,2.05054,0.547131,0.453172,0.464784,0.238586,nan,nan,nan,nan,nan,nan,nan,0.0092575,0.0092575,0.0092575
32,3633.92,2.2512,1.55409,1.14253,1.98006,1.32385,1.1248,2.10218,0.553019,0.474503,0.475312,0.240044,nan,nan,nan,nan,nan,nan,nan,0.00923275,0.00923275,0.00923275
33,3752.25,2.26215,1.56339,1.14164,1.97222,1.31425,1.12025,1.98974,0.552751,0.477396,0.481251,0.247938,nan,nan,nan,nan,nan,nan,nan,0.009208,0.009208,0.009208
34,3870.64,2.23883,1.56587,1.14351,1.95984,1.30078,1.11957,2.16662,0.552572,0.46847,0.478586,0.242644,nan,nan,nan,nan,nan,nan,nan,0.00918325,0.00918325,0.00918325
